Text,True_Label,Predicted_Label,Confidence
Survival rates after PCS were greater at all time intervals and in all Child classes ( P < @ ) .,methods,results,0.99722797
This property of denosumab is distinct from that of alendronate and likely contributes to the efficacy of combination denosumab and teriparatide therapy .,background,conclusions,0.99709404
"Many of the post-test questions/behaviors ( e.g. , capable of exiting home during a fire , etc. ) were reported at @ % .",conclusions,results,0.99708325
Our work has demonstrated that fear of movement is a risk factor for increased pain and disability and decreased physical function in patients following lumbar spine surgery for degenerative conditions .,background,conclusions,0.997059
"The greater presence of supermarkets in low-income , high-minority neighborhoods has the potential to positively affect diet quality among those at greatest risk of obesity .",background,conclusions,0.99701214
"The brief group-administered CBT-I program produced improvements in the timing and quality of sleep including later bedtimes , earlier out-of-bed times , reduced wake after sleep onset , and improved sleep efficiency .",results,conclusions,0.9970085
"The study is registered at ClinicalTrials.gov , number NCT@ .",conclusions,methods,0.9969748
Aliskiren can provide additional renin-angiotensin-aldosterone system inhibition and increases RBF in healthy individuals .,objective,conclusions,0.9969132
Prucalopride is effective at alleviating symptoms of chronic constipation in women .,objective,conclusions,0.99689794
"While both insertion methods proved equivalent for successful vessel cannulation , AST was significantly faster ( P = @ ) and resulted in less blood loss ( P = @ ) than MST .",conclusions,results,0.9968816
Miravirsen targets miR-@ and resulted in a dose dependent and prolonged decrease of HCV RNA levels in chronic hepatitis C patients .,objective,conclusions,0.9968136
"The distribution of FI was similar to that seen in population studies of adults aged @years and above ( median FI , @ ; IQR , @-@ @ ) .",methods,results,0.9967932
It is an effective intervention in improving health worker performance in low resource settings .,background,conclusions,0.9967776
"The risk of subsequent relapse among those who had achieved remission of symptoms at week @ was lower in the vitamins than placebo group ( OR = @ , @ % CI @-@ @ ) .",methods,results,0.99675816
This study is the first of its kind and will provide a greater understanding of the role of a mental health enhancement program on the physical recovery of total joint arthroplasty patients .,background,conclusions,0.99667007
"Analyses of secondary end points , including body weight , use of glucose-lowering medications , and quality of life , also showed favorable results at @ years in the surgical groups , as compared with the group receiving medical therapy alone .",conclusions,results,0.99664897
"One h after the treatment IL-@ was detectable in @ % of samples for the LASIK group and @ % of samples for the PRK group , and @ h after the treatment it was detectable in @ % of samples for the LASIK group and in @ % of samples for the PRK group .",methods,results,0.99662066
Despite a lower estimated work performed ; high-intensity intermittent exercise ( HIIE ) training produces greater fat mass reductions when compared with workload-matched continuous ( CON ) steady state exercise .,objective,conclusions,0.99661875
Adjunct Training using the Nintendo Wii Balance Board did not improve sportive people 's balance skills significantly .,results,conclusions,0.9966022
PINP SDS and UHP SDS at term age and PINP SDS at three months were associated with subsequent weight and length gain until six months post-term .,results,conclusions,0.99655545
"Sumatriptan powder administered with an innovative , closed-palate , Bi-Directional , Breath Powered intranasal delivery mechanism is efficiently absorbed across the nasal mucosa and produces fast absorption into the circulation .",background,conclusions,0.9965077
The mucosal damage scores for the alendronate group ( total score @ ) were significantly higher than those for the Maxmarvil group ( total score @ ) in the esophagus and stomach .,conclusions,results,0.9964999
"In postmenopausal osteoporotic women , denosumab fully inhibits teriparatide-induced bone resorption at approved doses .",background,conclusions,0.99648917
"IV-PCAopioid , an effective method to control pain after lumbar spinal surgery , accompanies PONV .",background,conclusions,0.9964104
"To our knowledge , the present study is the first report showing that CPs supplementation has beneficial effects on lipid profile , oxidative stress and alcoholic liver injury in men with chronic alcohol consumption .",background,conclusions,0.9963536
"Patients contributed risk to both exposure categories ( early and later initiation ) until there was a clear treatment strategy ( ie , dialysis therapy was initiated early or estimated glomerular filtration rate -LSB- eGFR -RSB- decreased to < @mL/min/@ @ m ( @ ) ) .",methods,results,0.99635327
"In PAD patients , there was a higher risk of major bleeding or NMCR bleeding with rivaroxaban when compared with warfarin ( interaction P = @ ) .",conclusions,results,0.9963387
The combination of ketamine and remifentanil seems to be associated with better analgesia and duration .,objective,conclusions,0.9963355
A QoL questionnaire including a pain scale will assess changes from baseline scores through @ months .,conclusions,methods,0.9963309
Prototype alteration and provision of a cue reminder could be useful strategies to enhance the effectiveness of online tailored interventions for excessive drinking .,background,conclusions,0.9963086
Bright constant light levels in the NICU may have negative effects on the growth and development of preterm infants,background,conclusions,0.9962907
"Carvedilol effectively decreased HVPG in a greater proportion of the patients after an acute probe ( @ % vs. @ % ) and after @ days of the treatment ( @ % vs. @ % , P < @ ) in comparison with nebivolol .",methods,results,0.9962773
"Adding serial measurement to the base model appeared to improve the model 's predictive ability ( with sST@ showing the most promise ) , but it is not clear whether this addition is a unique contribution .",results,conclusions,0.99627495
"A Mediterranean diet , supplemented with olive oil , increases plasma antioxidant capacity , suggesting that its implementation can have a favorable effect on the aforementioned phenomena .",background,conclusions,0.9962714
"Four weeks of training induced significant increase in pVO@ peak , VO@-vt and FC-vt , expressed in absolute or relative value ( P < @,@ ) , without any difference between AT and CT modalities ( P = NS ) .",methods,results,0.99626595
Both techniques may be applied to guide management in case of angiographically intermediate coronary lesions .,background,conclusions,0.996258
"Enrolled women were @-@ y since last menstruation , not using hormones ( for > @ months ) , non-smoking , without diabetes , hypertension , heart disease or their medications .",results,methods,0.99622595
"Radiotherapy has a good effect in palliation of painful bone metastases , with a pain response rate of more than @ % .",background,conclusions,0.99621224
"However , contrary to expectation , the Education group was more efficacious than the Coping group in improvement of disease adherence and glycemic control over a @-year follow-up .",results,conclusions,0.99618196
Further efficacy trials are needed to test the effects of Web support when offered as a part of routine care .,background,conclusions,0.99618065
Perioperative use of intracoronary shunts did not increase the risk of stenosis of the coronary artery distal to the anastomosis .,results,conclusions,0.99617404
"CT sensitivity for stage IA is more than @-fold higher compared with CXR , for all histologies .",results,conclusions,0.996152
AFIX did little to improve coverage among older adolescents .,results,conclusions,0.996128
"Ticagrelor and prasugrel reduce atherothrombotic events but increase bleeding rate and drug costs , as compared with clopidogrel .",background,conclusions,0.9961183
There was one patient who developed a non-fatal stroke in the combined aliskiren and ARB group while the other two groups had none .,conclusions,results,0.9960926
"Seroprotection rates , geometric mean titres for haemagglutination inhibition antibodies , and CD@ + T-cell responses tended to be higher in the AS@A-adjuvanted groups .",conclusions,results,0.9960645
"RIC , using transient limb ischemia and reperfusion , can protect the heart against acute ischemia-reperfusion injury .",background,conclusions,0.99601054
"A collaborative care team , including a psychiatrist , psychologist , project manager , and @ social workers , met weekly , collaborated with the patients ' obstetrics providers , and monitored depression severity using an electronic tracking system .",conclusions,methods,0.9960085
"Given that many centers participate in the VQI , this model can be used to perform multicenters ' prospective trials on very modest budget .",background,conclusions,0.9959086
The negative consequences of unhealthy weight gain and the high likelihood of pediatric obesity tracking into adulthood highlight the importance of targeting youth who are ` at risk ' of obesity .,background,conclusions,0.9958968
"Visual Analog Scales ( VAS ) tests , VASMotion and VASWeight-bearing , again while appeared superior to placebo , were not statistically different from placebo .",conclusions,results,0.99588615
"Participants use a pedometer to undertake a @-week physical activity challenge , with personalised daily step count goals set in consultation with a physiotherapist .",background,methods,0.99588555
"More conservative , normocaloric schemes are suggested as a more suitable dietary approach for these patients .",background,conclusions,0.995865
Disease progression in patients with HER@-positive breast cancer receiving trastuzumab might be associated with activation of the PI@K/Akt/mTOR intracellular signalling pathway .,background,conclusions,0.9958061
"Insomnia Severity Index ( ISI ) total score and sleep parameters derived from a daily sleep diary and actigraphy , collected at pretreatment and posttreatment .",results,methods,0.99573755
A total of @ patients ( aged @-@ years ) were randomly assigned to one of two groups .,results,methods,0.9956528
"Women with PCOS present elevated plasma insulin levels , both fasting and after a glucose load , as an indirect evidence of insulin resistance .",background,conclusions,0.9956311
Implementation of effective SHSe interventions within community organizations has the potential for significant public health impact .,background,conclusions,0.9956054
"We hypothesize that EM guided bedside placement of nasoenteral feeding tubes is at least as effective as endoscopic placement in surgical patients , at lower costs .",background,conclusions,0.99557483
Group differences in MADRS scores over time were not significant ( P = @ ) .,methods,results,0.99552345
Preserved residual acoustic hearing has a positive effect on speech intelligibility in difficult noise conditions .,background,conclusions,0.9954444
"ITT analysis suggested parity over time for all interventions , including assessment only , in reducing problematic alcohol use .",conclusions,results,0.9954341
"Among patients without cardiovascular disease ( CVD ) and low @-year CVD risk , the risks of gastrointestinal bleeding and hemorrhagic strokes associated with aspirin use outweigh any potential atheroprotective benefit .",background,conclusions,0.9954016
These findings emphasize the need for re-examination of tumor characteristics at relapse and have led to recommendations from ESMO and the Swedish Breast Cancer group .,background,conclusions,0.9952501
Correction of the nasojugal groove with a Restylane Vital injector causes minimal tissue trauma and allows exact placement of hyaluronic acid .,results,conclusions,0.9952318
A @ g/mL week @ infliximab serum level did not predict durable sustained response to @mg/kg maintenance infliximab .,results,conclusions,0.9952278
Both groups were free to use routine care treatment .,objective,methods,0.9952167
"All affected eyes were treated with topical cyclopentolate @ % ( to break , or minimize , posterior synechiae ) , and intensive , potent , topical corticosteroids with a tapering regime based on treatment response .",results,methods,0.99519557
The I-gel ( IG ) supraglottic airway device is a reliable way to establish an airway .,background,conclusions,0.99516547
"The animal experiment was conducted according to a license obtained by the Danish Animal Experiments Inspectorate , Ministry of Food , Agriculture and Fisheries , Danish Veterinary and Food Administration .",conclusions,methods,0.99513876
Selective laser trabeculoplasty ( SLT ) should be explored as a therapeutic option in eyes with angle closure .,objective,conclusions,0.9951283
A total of @ patients with HER@-positive advanced breast cancer have been enrolled .,results,methods,0.99511683
"An independent wound core lab will evaluate all ischemic wounds to assess the extent of healing and time to healing at @ , @ , and @ months .",conclusions,methods,0.9951049
"Repeated episodes of PSE occurred in @ % of TIPS patients , @-@ % treated by ET , and @-@ % treated by PCS .",methods,results,0.995099
All patients will be followed for @ years .,conclusions,methods,0.995097
"Further reductions on PTSD symptoms were found at three months , showing that NET-R is as effective as the original NET in treating post-earthquake traumatic symptoms in adult Chinese earthquake survivors .",results,conclusions,0.99508756
"Among patients with chronic hypertension , those in the high-target group required less renal-replacement therapy than did those in the low-target group , but such therapy was not associated with a difference in mortality .",results,conclusions,0.99507
An AHINS < @ events/hour is highly repeatable from night to night .,results,conclusions,0.995024
An innovative medication review program in primary care will be developed which tackles the most important obstacles for a large scale implementation of CMRs .,background,conclusions,0.99502397
"The use of firocoxib in horses and its ability to affect performance and potential to allow a horse to compete when it otherwise should not , necessitates establishing appropriate withdrawal time guidelines prior to performance .",background,conclusions,0.9949923
There was no significant difference in proximal migration between the tantalum and titanium acetabular cups through the five-year follow-up ( p > @ ) .,conclusions,results,0.99498874
The preadmission antiseptic shower is accepted as an effective strategy for reducing the risk for SSIs .,background,conclusions,0.99497104
"Centers had to use a compatible software system , and eligible patients were regular attendees ( Aboriginal and Torres Strait Islander people aged @ years and others aged @ years ) .",results,methods,0.9949403
STARR procedure is just faster to perform even if more expensive .,results,conclusions,0.99492407
"A double-blind , randomized , controlled trial was conducted at @ sites in the United States .",results,methods,0.9947961
"In the expanded RCT of TIPS versus EPCS , @ and @ % , respectively , were in Child class C. Permanent control of BGV was achieved in @-@ % of patients treated by emergency or elective PCS , compared with @-@ % by ET .",methods,results,0.9947377
The prevalence of test anxiety among pharmacy students in this study was lower compared to other university students in previous studies .,results,conclusions,0.9946852
Neoadjuvant chemotherapy with trastuzumab for patients with HER@-positive breast cancer can produce a pathological complete response in the breast in @-@ % of patients .,background,conclusions,0.9946247
"DP can be used for serial monitoring , to decrease hypercarbia , improve sleep , and decrease atrophy .",results,conclusions,0.99455345
"In contrast , PP analysis suggested that cognitive-behavioral extended self-help in combination with other interventions was more effective in changing alcohol use than brief intervention or assessment only .",conclusions,results,0.9945233
"HRQoL physical and mental health state ( PHS/MHS ) , Roland Morris disability Questionnaire ( RMQ ) , Neck-Disability-Index ( NDI ) and Western Ontario and McMaster Universities ' Arthritis Index ( WOMAC ) were used to measure outcomes of MPP for people with chronic low back pain , chronic neck pain and osteoarthritis , respectively .",results,methods,0.99446857
These findings may indicate an accommodation period is necessary to acclimate to SB sitting .,background,conclusions,0.9944495
Data on the metabolic effects of GH derived from studies using GH suppression by pharmacological agents may not reflect selective actions .,background,conclusions,0.9944246
"Shunt stenosis or occlusion occurred in @ % of TIPS patients , in contrast with @-@ % of PCS patients .",methods,results,0.9944201
"Of @ patients with cT@-@ laryngeal cancer , @ were randomly assigned to accelerated radiotherapy and @ to ARCON .",methods,results,0.99426186
"The FAST scan can be added to the triage of critical patients , and may aid in triage .",background,conclusions,0.99424523
"At @months , rates of the composite outcome of death , end-stage renal disease and relapse did not differ between groups .",conclusions,results,0.9942268
"Measurements of the serum levels of tramadol and the M@ metabolite revealed only marginal amounts of the M@ metabolite , which explains the absence of the antinociceptive effect of tramadol in this experimental pain model in dogs .",results,conclusions,0.9942147
"The role of physical education students , as future teachers , seems to be of high importance in terms of protecting children 's safety during sports classes .",background,conclusions,0.99420667
"Of the patients enrolled in STARTER , @ had QRS@ ms and @ had @ < QRS@ ms.",methods,results,0.9940819
Intereye asymmetry was not correlated with anisometropia in healthy controls but was correlated with the ectasia grade of the worse eye in patients with keratoconus .,results,conclusions,0.99407166
"In this randomised and controlled study , @ CAD patients were randomly assigned to an experimental or to a control group .",results,methods,0.99404114
More complex models do not yield satisfactory results for the short measurement times investigated in this study .,results,conclusions,0.99403536
Unblinded randomisation occurred on a weekly basis .,results,methods,0.9940321
"Clopidogrel , however , shows a major interindividual variation in antiplatelet effect , which is correlated to an increase in atherothrombotic events in patients with high platelet reactivity .",background,conclusions,0.99402255
"Sixteen patients with @ AK ( grades I-III ) in field-cancerized skin of the scalp , chest and extremities were treated during August and September @ .",results,methods,0.9939703
"The FMF@ score required improvement by @ in five of six criteria ( attack frequency , attack duration , global patient assessment , global physician assessment , frequency of attacks with arthritis , and levels of acute-phase reactants ) without worsening of the sixth criterion .",methods,results,0.9939347
The use of dual-chamber ICDs potentially allows better discrimination of supraventricular arrhythmias and thereby reduces inappropriate shocks .,background,conclusions,0.99387383
& Buhse in patients with major depression .,background,conclusions,0.9937822
Epub @ May @ .,conclusions,methods,0.9937809
Pharmacodynamic characteristics included area under the curve ( AUC ) for plasma glucose and insulin for @-@h ( AUC@-@h ) and @-@h ( AUC@-@h ) .,methods,results,0.99374324
"In the RCT of ET versus PCS , @ and @ % , respectively , were in Child class C.",methods,results,0.9936898
"@ and @ mCRC patients were evaluable for the FCGR@A and FCGR@A genotyping , respectively .",methods,results,0.99367815
"Subjects eligible for this study were survivors of acute lung injury who had been previously enrolled in a @-month observational follow-up study evaluating their physical , cognitive and mental health outcomes , with their last study visit completed at a median of @ months previously .",background,methods,0.9935899
The control group received the skin care protocol every @ hours and the interventional group received the protocol every @ hours ; both groups also received it as needed .,objective,methods,0.99339724
Dietary sodium influences intermediate physiological traits in healthy adults independent of changes in blood pressure .,background,conclusions,0.99333924
"In a cluster randomized trial carried out in Jinja district , Uganda , @ primary schools were randomized into two groups ; one received education messages for schistosomiasis prevention for two months prior to mass treatment , while the other , in addition to the education messages , received a pre-treatment snack shortly before mass treatment .",results,methods,0.9932991
All patients were treated with aspirin and risk-adjusted doses of prasugrel .,results,methods,0.9932933
"In group II , @ patients received @ injections of @ mL of low-molecular-weight HA .",results,methods,0.99329317
The reason for the large difference in OS despite similar DFS/PFS is likely different metastatic patterns at relapse/progression .,results,conclusions,0.9932575
The study is approved by the South West England Research Ethics Committee ( @/SW/@ ) .,background,methods,0.9932421
"As the two trials used a common reference fluid ( @ % saline ) and had most trial methods and data collection points harmonised , a comparison of @ % albumin and @ % HES ( @/@ @ ) on patient-centred outcomes at @ days in critically ill patients using the individual patient data from the two trials is feasible .",background,conclusions,0.99317706
"Comparing OPSCC and non-OPSCC , patients with p@-positive OPSCC have better PFS and OS than patients with p@-positive non-OPSCC , but patients with p@-negative OPSCC and non-OPSCC have similar outcomes .",results,conclusions,0.9931377
Tamsulosin and mirabegron may be used concomitantly in patients with lower urinary tract symptoms .,objective,conclusions,0.99311817
"We enrolled @ adults ( @ to @ years ) with type @ diabetes in a randomized , crossover , controlled feeding study .",results,methods,0.99306786
"We compared PKEP with OP for large prostates and found that PKEP is less invasive , with short - to long-term micturition improvement equivalent to OP .",results,conclusions,0.99302
"AT involved @ min of ergometer training at @-@ % of maximum heart rate , three times a week for both groups .",results,methods,0.9929658
Response rate to first invitation ranged from @ % to @ % between centres .,methods,results,0.99295807
The dermatitis score means and P values of each group were compared using a paired t test .,results,methods,0.99293935
"An @-week only-one dietary intervention : @ g/d of white fish ( Namibia hake ) with advice on a healthy diet , compared with no fish or seafood with advice on a healthy diet .",results,methods,0.99293786
"With the switch from a fixed to a flexible pro re nata ( PRN ) regimen , progressive visual loss occurred exclusively in the group with primary PED presenting as the hallmark of neovascular activity and was induced by secondary formation of IRC in the neurosensory retina .",results,conclusions,0.9928791
"Although refuted by the findings of a subsequent study , a substudy of CREST established a higher periprocedural stroke rate for CAS when the surgeon was a vascular surgeon .",objective,conclusions,0.9928133
Our study demonstrated poor agreement between ultrasound and bimanual examination compared with exact volume during histopathologic examination and MRI-based volume .,results,conclusions,0.9927671
The combination of ketamine ( @ mcg.kg ( -@ ) .,conclusions,methods,0.9927441
They received standard medical care and micro - and macrovascular events were documented .,results,methods,0.9927308
"NSE was a robust predictor of neurological outcome in a baseline variable-adjusted model , and target temperature did not significantly affect NSE values .",results,conclusions,0.99270755
"Sixty five females aged @-@ years were classified into one of four groups following waist circumference ( WC ) measurements and an oral glucose tolerance test : NGT/low WC ( n = @ ) , NGT/high WC ( n = @ ) , IGT/low WC ( n = @ ) , IGT/high WC ( n = @ ) .",results,methods,0.99265105
"In order to avoid efficiency losses , we recommend that the time requirements for delivering the promotion of exclusive infant feeding are considered when integrating it within the existing activities of CHWs .",results,conclusions,0.9926207
"In addition , patients receiving less fluid and less sodium show faster recovery of gastrointestinal ( GI ) function after colonic surgery .",background,conclusions,0.9925332
"Before using the drug , there was no statistically significant difference in age , body weight , acute physiology and chronic health evaluation II ( APACHEII ) score , Glasgow coma scale ( GCS ) between sufentanil group and fentanyl group , and were comparable .",methods,results,0.99251634
"Web @ features present a new and innovative online environment supporting greater interactivity , with the potential to increase engagement and retention .",background,conclusions,0.99233043
"If AF was detected , participants were offered OAC .",results,methods,0.9922829
The values of IL-@ were detectable in @ % of samples before LASIK treatment and in @ % of samples before PRK treatment .,methods,results,0.9921923
Antibody levels declined substantially in all groups .,conclusions,results,0.9921862
"In addition , the reference meat diet should not yield an increase in plasma concentration of the candidate marker .",methods,conclusions,0.99216473
"In the placebo group , treatment comprised a placebo and fluticasone propionate .",results,methods,0.9921571
The study was performed by four surgeons operating in two community hospitals .,background,methods,0.99213374
"In patients with baseline airway infection dominated by Pseudomonas aeruginosa , erythromycin did not change microbiota composition significantly .",results,conclusions,0.9921334
"Geriatric assessment ( GA ) included functional status ( ADL , Activities of Daily Living and IADL , Instrumental ADL scales ) , cognitive function , mood disorders , sensory organ impairment , falls and comorbidity .",results,methods,0.9921325
"A prospective , randomized , controlled , blinded clinical trial was performed .",background,methods,0.99210453
The recommended intake of clear liquids until @ hours before surgery is reportedly safe and effective .,background,conclusions,0.99208975
"The Airtraq optical laryngoscope is a relatively novel intubation device , which allows visualization of the glottic plane without alignment of the oral , pharyngeal , and tracheal axes , possessing advantages over Macintosh for novice personnel .",background,conclusions,0.99208415
"Regardless of prior exposure to a similar intervention as preadolescents , youths benefited from receipt of the intervention .",results,conclusions,0.9920744
Loss of abduction was determined by progressive displacement of the testing actuator and confirmed by measurement .,results,methods,0.9920495
"Usher subjects showed abnormal ERG response latency , but this changed less than amplitude with time .",conclusions,results,0.99203014
The two readers read each batch in the same order and each indicates if there should be recall for further tests .,background,methods,0.9920047
Achieving sustained virologic response after @ weeks of follow-up ( SVR-@ ) with SOF and RBV was associated with improvement in HRQL scores from baseline .,results,conclusions,0.99196917
Both EA and Mox treatments were effective at relieving abdominal pain in IBS-D and IBS-C patients .,results,conclusions,0.9919476
Multicenter randomized crossover clinical trial including @ individuals with metabolic syndrome .,results,methods,0.99191004
PT is a key pelvic parameter in the regulation of spine sagittal alignment that can be used to plan the appropriate osteotomy angle in patients with AS with thoracolumbar kyphosis .,background,conclusions,0.9918686
The @-hscore for % FEV@ and DS performed better than scores at any other time point and better than either parameter over time .,conclusions,results,0.9918542
"Endothelial function , weight , blood pressure , waist circumference , inflammation and coagulation were unchanged as were lipids except for HDL-C .",conclusions,results,0.99181706
"Nonleg DVTs were not associated with ICU mortality ( HR , @ ; @ % CI , @-@ @ ) in a model adjusting for age , APACHE II , vasopressor use , mechanical ventilation , renal replacement therapy , and platelet count below @ @ ( @ ) / L. CONCLUSIONS AND RELEVANCE Despite universal heparin thromboprophylaxis , nonleg thromboses are found in @ % of medical-surgical critically ill patients , primarily in deep veins and proximal veins .",methods,results,0.99178326
"Without cups , children were observed drinking @ ( SE = @ ) ounces of water from fountains ; with cups , @ ( SE = @ ) ounces .",results,methods,0.9917631
"Age , sex , DBP , prior GI bleeding , prior acetylsalicylic acid use , and anemia were associated with the risk of major bleeding .",conclusions,results,0.99164927
"An inextensible LSO ( iLSO ) reduces trunk motion and increases trunk stiffness , whereas an extensible LSO ( eLSO ) does not .",background,conclusions,0.9916094
"Following a randomized , crossover design , @ male subjects ( BMI @ @ kg/m ( @ ) ) received either @ g glucose in @ mL water ( control treatment , CT ) or the same glucose solution supplemented with @ mg nonivamide ( nonivamide treatment , NT ) .",results,methods,0.9916088
"A total of @ patients from the Cancer Institute , First Affiliated Hospital of Henan University of Science and Technology were entered into the study ( APC group , n = @ , SB group , n = @ , combination group -LSB- APC combined with SB -RSB- , n = @ ) .",results,methods,0.99158525
"After the training , @ students reported on any insecurity that they had in the various ETC phases .",methods,results,0.9915766
The control group participated in the usual cardiac rehabilitation programme only .,results,methods,0.99156624
"@ patients ( group @ ) produced only laparoscopic salpingolysis , salpingostomy .",methods,results,0.9915154
The patients ' GERD questionnaire ( GerdQ ) and hospital anxiety and depression ( HAD ) scores were obtained before and after treatment .,objective,methods,0.9915018
LGSAS despite preserved EF represents a clinically challenging entity .,background,conclusions,0.9914956
min ( -@ ) ) and remifentanil ( @ mcg.kg ( -@ ) .,conclusions,methods,0.99144745
Children born to mothers in the study group were a mean @ g heavier at @ years of age and their systolic blood pressure was a mean @ mm Hg lower than children born to mothers in the control group .,background,results,0.9914296
"Control group received only conventional therapy , which was comparable to total training time received by VR group ( mean training hours ( SD ) : VR = @ ( @ ) ; control = @ ( @ ) ) .",methods,results,0.99140465
"In a hierarchical testing procedure , TAVR was noninferior with respect to echocardiographic indexes of valve stenosis , functional status , and quality of life .",results,conclusions,0.9913747
"In addition , subclinical cardiometabolic consequences of moderate weight gain require further study .",background,conclusions,0.99129033
"In addition to intention-to-treat analysis , we will conduct subgroup analysis based on practitioners ' or patients ' guesses to discuss the efficacy and effectiveness of treatments with skin piercing and various placebo controls .",conclusions,methods,0.99126923
The incentives involved discounted or free goods and services from businesses proximal to each campus .,objective,methods,0.9912547
Animals-@ client-owned horses with naturally occuring osteoarthritis .,objective,methods,0.9911101
To examine the effects of complex cognitive ( mahjong ) and physical ( Tai Chi ) activities on dementia severity in nursing home residents with dementia .,background,objective,0.99110854
"With the use of a flexible bronchoscope , the IG offers a good visualization of the laryngeal inlet .",background,conclusions,0.9911015
"All muffins had identical contents , except for type of fat ; sunflower oil rich in polyunsaturated fatty acids ( PUFA diet ) or palm oil rich in saturated fatty acids ( SFA diet ) .",results,methods,0.99107635
"Systolic/diastolic blood pressure ( SBP/DBP ) was measured at week @ , @ and @ .",results,methods,0.9910631
