Text,True_Label,Predicted_Label,Confidence
"Primary end point was health-related quality of life after @ year , assessed with Medical Outcomes Study Short Form @ version @ and Vascular Quality of Life Questionnaire , and secondary end points included walking distances on a graded treadmill .",results,methods,0.8688107
Stool frequency and consistency were recorded for the duration of treatment plus @week .,results,methods,0.8685148
"TTR was calculated using the Rosendaal method , without exclusion of international normalized ratio ( INR ) values performed during warfarin initiation .",results,methods,0.867724
"In women with mixed urinary incontinence , pelvic floor muscle training and solifenacin is the recommended conservative treatment , while electroacupuncture is a safe , economical and effective option .",background,conclusions,0.86591136
Nine healthy beagle dogs were purchased from a commercial laboratory .,background,methods,0.86555403
"The GM regions are associated with the stress response , and , in general , these regions seem to be the most sensitive to the detrimental effects of stress .",results,conclusions,0.8655378
The data were then compared with psychopathological and physical alterations .,background,methods,0.86483395
Blood and urine samples were collected for @ h and total curcuminoids and safety parameters were quantified .,results,methods,0.86472714
"The risk of subsequent relapse among those who had achieved remission of symptoms at week @ was lower in the vitamins than placebo group ( OR = @ , @ % CI @-@ @ ) .",methods,results,0.86369497
Renal blood flow and GFR were measured using radioactive-labeled ( @ ) I-iothalamate and ( @ ) I-hippuran at baseline and @ weeks .,results,methods,0.8631021
Ratings of hunger were assessed before and @ h after each intervention by means of visual analog scales .,results,methods,0.8616936
"In the Perfusion group , the heart perfusion remained unaffected for @min .",methods,results,0.8607411
"After a @-week run-in period , participants were randomly assigned to a @-week diet based on whole-grain products ( whole-grain group ) or refined cereal products ( control group ) .",results,methods,0.8596647
"were collected @ days after the full bloom day ; blanched and pressed to obtain apple pomace which was then processed with a food cutter , oven-dried and milled to prepare apple powder .",results,methods,0.8586524
METHODS Two hundred eighty-nine GERD patients with emotional disorders were divided randomly into two groups : group @ received esomeprazole only ( monotherapy ) and group @ received esomeprazole and flupentixol/melitracen ( combination therapy ) .,objective,methods,0.85714614
The study was performed by four surgeons operating in two community hospitals .,background,methods,0.8568676
"ERA was experimentally tested across more than @ public employment service offices and , within each office , individuals were randomly assigned to either a program ( or treatment ) group ( eligible for ERA ) or a control group ( not eligible ) .",background,methods,0.8565748
"A total of @ patients achieved a CR , @ of whom were randomized .",methods,results,0.8556378
"While both insertion methods proved equivalent for successful vessel cannulation , AST was significantly faster ( P = @ ) and resulted in less blood loss ( P = @ ) than MST .",conclusions,results,0.85511255
"Of the patients enrolled in STARTER , @ had QRS@ ms and @ had @ < QRS@ ms.",methods,results,0.8550679
Nine thousand one hundred ninety-five registrations in total .,methods,results,0.8546337
Each patient had @ ( @ @-cm ) squares-@ per treatment type-tattooed in the lower abdominal region ( @ on the right and @ on the left ) .,methods,results,0.85411566
"The joggers were divided into light , moderate , and strenuous joggers .",results,methods,0.8539337
Our results show no HSD intervention effects on the development of substance use .,results,conclusions,0.8538338
Generalized linear model ( GLM ) was used for between-group comparisons .,results,methods,0.8531975
"The primary symptoms are abdominal pain , diarrhea , bloating , flatulence , and cramping .",background,methods,0.85195464
Patient-level analyses were conducted using generalized estimating equations to account for clustering .,results,methods,0.8518518
Intent-to-treat analyses were performed using multilevel regression models .,results,methods,0.8517363
"The mean preoperative spherical equivalent refractive error ( SEQ ) was -@ D ( range , -@ to -@ D ) .",methods,results,0.85150707
Participants were randomized to tadalafil @ mg daily or placebo for @ months .,results,methods,0.84833103
"After adjusting for baseline confounding variables with regard to the Unified Parkinson 's Disease Rating Scale ( UPDRS ) Part II score , the UPDRS Part III score , the modified Rankin Scale score , level of education , and treatment group , we assessed the rate of change for the following measurements : the UPDRS Part II score ; the UPDRS Part III score ; the Schwab and England Independence Scale score ( which measures activities of daily living ) ; the Total Functional Capacity scale ; the @-item Parkinson 's Disease Questionnaire , summary index , and activities of daily living subscale ; and version @ of the @-item Short Form Health Survey Physical Summary and Mental Summary .",results,methods,0.8481457
"The authors designed a randomized , double blind , placebo-controlled , parallel-group , pilot study in which migraineurs who also had insomnia were enrolled , to test this observation .",objective,methods,0.84764135
"Before and after @ weeks , all subjects underwent physiological examination , stepwise treadmill test with blood lactate analysis , and contrast-enhanced cardiovascular magnetic resonance imaging ( cine , tagging , and delayed enhancement ) .",results,methods,0.8469582
"Primary ( wake after sleep onset -LSB- WASO -RSB- , pregabalin vs placebo ) and key secondary endpoints were analyzed for statistical significance , with descriptive statistics for other endpoints .",results,methods,0.84619725
They received standard medical care and micro - and macrovascular events were documented .,results,methods,0.8458358
"Clinic-derived systolic blood pressure obtained before , during , and after the trial were estimated using linear mixed models .",results,methods,0.84496677
Patients were randomised to transradial ( n = @ ) or transfemoral ( n = @ ) groups and several parameters were evaluated .,results,methods,0.84481865
"Ventricular tachycardia detection was required at rates between @ and @ beats/min , and ventricular fibrillation detection was activated above @ beats/min .",methods,results,0.8445992
"Inpatient admissions , outpatient expenditures , and total expenditures were estimated using generalized estimating equations .",results,methods,0.8439417
"Sixty-eight patients with cardiac syndrome X were divided randomly into three groups : fluvastatin ( @ mg/day , n = @ ) , diltiazem ( @ mg/day , n = @ ) , and combination of fluvastatin ( @ mg/day ) and diltiazem ( @ mg/day , n = @ ) .",results,methods,0.8438109
"Final analyses included @ , @ , @ , and @ patients in groups @ through @ , respectively .",methods,results,0.8434621
Serum infliximab trough levels @ g/mL and @ % CRP decrease were significantly associated with durable sustained response .,conclusions,results,0.8430408
All patients will be followed for @ years .,conclusions,methods,0.8418948
"Seven hundred eighty-nine patients ( BRAVO , n = @ ; CRUISE , n = @ ) .",methods,results,0.84118915
"Plasma glucose , insulin , peptide YY ( @-@ ) , glucagon-like peptide @ , and serotonin were quantified in blood samples drawn before and @ , @ , @ , @ , and @ min after each intervention .",results,methods,0.8411634
"In a double-blind parallel group study , @ patients with asthma were randomized to @ mg of GW@ twice daily or matching placebo for @ days followed by prednisone @ mg for @ days .",results,methods,0.84071755
There were no significant differences between the groups regarding the target variables .,conclusions,results,0.8403822
Three patients received @ mg AZD@ twice daily and five patients @ mg twice daily .,results,methods,0.8402542
Ten pairs of nasal samples were assayed .,results,methods,0.8396897
"Xylitol , a naturally occurring sugar alcohol , can reduce AOM when given @ times per day as a gum or syrup , but a more convenient dosing regimen is needed for widespread adoption .",background,conclusions,0.8377911
INRs were performed via standardized finger-stick point-of-care devices at least every @ weeks .,results,methods,0.83707154
There was no significant difference in proximal migration between the tantalum and titanium acetabular cups through the five-year follow-up ( p > @ ) .,conclusions,results,0.8367984
The proportion of male and female was @ : @ .,methods,results,0.8350971
"Group @ ( non-ENBD group ) patients were also subdivided into three groups ( G@a , G@b , and G@c ) , similar to Group @ .",methods,results,0.83459103
"Total training impulse ( exercise rehabilitation and other paramedical actions ) were evaluated and harmonized between AT and CT according to Foster et al. formula ( @ ) RESULTS : No significant difference were found in training impulse between AT and CT ( @ @ vs @ @ U , P = NS ) .",methods,results,0.83456975
"At baseline , two groups were identical regarding clinical , laboratory and symptom score .",results,methods,0.83332753
"Thus , very late stent thrombosis ( VLST ) attributable to durable polymers should no longer appear .",background,conclusions,0.83309096
"Carvedilol significantly reduced HVPG from @ mm Hg ( SD , @ ) to @ mm Hg ( SD , @ ) after @ minutes and to @ mm Hg ( SD , @ ) after @ days ( P < @ ) .",methods,results,0.8330516
"Decreased intra-hepatic levels of miR-@ were observed in patients with hepatocellular carcinoma , suggesting a potential role of miR-@ in the development of HCC .",objective,conclusions,0.8326899
"@ nondiabetic patients with CKD with residual proteinuria ( median protein excretion , @ -LSB- IQR , @-@ @ -RSB- g/d ; mean age , @ -LSB- SD -RSB- years ; creatinine clearance , @ -LSB- IQR , @-@ -RSB- mL/min ) .",methods,results,0.8308974
"In a cluster randomized trial carried out in Jinja district , Uganda , @ primary schools were randomized into two groups ; one received education messages for schistosomiasis prevention for two months prior to mass treatment , while the other , in addition to the education messages , received a pre-treatment snack shortly before mass treatment .",results,methods,0.8308862
"There were no distinct signals in terms of patient symptoms between arms , but there was significantly more patient dropout in the placebo arm .",conclusions,results,0.8303987
There were no statistically significant differences between groups for any of the clinical parameters tested .,conclusions,results,0.8285215
"Mean absolute error of flap diameter and mean change in Goldmann-correlated intra-ocular pressure ( IOPg ) , corneal-compensated IOP ( IOPcc ) , corneal hysteresis ( CH ) , corneal resistance factor ( CRF ) , p@ area , p@ area , p@ area @ and p@ area @ were compared between both groups .",methods,results,0.8280379
Accurately estimating the period of time that individuals are exposed to online intervention content is important for understanding program engagement .,background,conclusions,0.82735324
"The primary outcome was the proportion of febrile patients correctly treated : febrile patients should be tested for malaria , artemisinin combination therapy should be prescribed for confirmed cases , and no antimalarial should be prescribed for patients who are test-negative .",methods,conclusions,0.82707775
Ischemia-reperfusion did not significantly reduce FMD in patients with CAD + type @ diabetes .,results,conclusions,0.8266756
We designed a Prospective Randomized Controlled Trial of controlled passive mobilization ( modified Kleinert ) vs. Place and active hold exercises after zone @-flexor tendon repair by two-strand suture ( Modified kessler ) .,objective,methods,0.82633245
Neither the extended nor the brief interventions conferred benefit over standard care in terms of reductions in frequency or amount of cannabis use .,results,conclusions,0.82600635
"Bradycardia occurred more frequently in ivabradine subgroups , with similar incidence in patients with or without COPD .",results,conclusions,0.825985
These findings are valid even for deeper pockets .,results,conclusions,0.82532644
The control group received the skin care protocol every @ hours and the interventional group received the protocol every @ hours ; both groups also received it as needed .,objective,methods,0.82488364
"Following each diet period , we assessed BP , systemic hemodynamics , and heart rate variability at rest and during acute mental stress , and , in a subset of participants ( n = @ ) , @-hour ambulatory BP .",results,methods,0.82459134
"Four weeks of training induced significant increase in pVO@ peak , VO@-vt and FC-vt , expressed in absolute or relative value ( P < @,@ ) , without any difference between AT and CT modalities ( P = NS ) .",methods,results,0.8243689
End-point data will be collected after @ years of the intervention .,conclusions,methods,0.82405865
This indicated a protective effect of the test formulation in managing cognitive decline associated with the ageing process .,results,conclusions,0.8230209
Selective laser trabeculoplasty ( SLT ) should be explored as a therapeutic option in eyes with angle closure .,objective,conclusions,0.8226409
"In addition , patients receiving less fluid and less sodium show faster recovery of gastrointestinal ( GI ) function after colonic surgery .",background,conclusions,0.8226134
Both students and veterinarians uniformly provided favorable feedback for LG in teaching rectal palpation skills .,results,conclusions,0.8225003
This program was initiated in the inpatient setting and was followed by an unsupervised outpatient intervention .,background,methods,0.821636
Baseline characteristics were similar between the treatment groups .,methods,results,0.82105654
"Pain experts suggest that any observational tool should be used as part of a comprehensive pain management protocol , which should include score interpretation and verification with appropriately suggested treatments .",background,conclusions,0.82100993
"We randomized @,@ patients with type @ diabetes mellitus ( T@DM ) and stage @ chronic kidney disease ( CKD ) ( estimated glomerular filtration rate @ to < @ mL min ( -@ ) @ m ( -@ ) ) to once-daily bardoxolone methyl ( @ mg ) or placebo .",results,methods,0.8209893
"Two hundred participants reporting no strong nausea , no clear reduction in smoking enjoyment , and less than @ % reduction in their baseline smoking on day @ received additional tablets of varenicline or placebo .",methods,results,0.8207739
"Participants ( men , N = @ ; women , N = @ ; mean age = @ years -LSB- SD = @ -RSB- ) were randomly assigned to usual care ( N = @ ) or a @-month weekly group intervention plus six monthly maintenance sessions ( N = @ ) .",results,methods,0.82057106
Bleeding was also assessed .,objective,methods,0.819967
A QoL questionnaire including a pain scale will assess changes from baseline scores through @ months .,conclusions,methods,0.8191388
Prucalopride is effective at alleviating symptoms of chronic constipation in women .,objective,conclusions,0.81909865
"Control group received only conventional therapy , which was comparable to total training time received by VR group ( mean training hours ( SD ) : VR = @ ( @ ) ; control = @ ( @ ) ) .",methods,results,0.8188712
This suggests that function may be improved by targeting weight as a modifiable factor .,background,conclusions,0.8188227
Multicenter randomized crossover clinical trial including @ individuals with metabolic syndrome .,results,methods,0.8183108
"HRQoL physical and mental health state ( PHS/MHS ) , Roland Morris disability Questionnaire ( RMQ ) , Neck-Disability-Index ( NDI ) and Western Ontario and McMaster Universities ' Arthritis Index ( WOMAC ) were used to measure outcomes of MPP for people with chronic low back pain , chronic neck pain and osteoarthritis , respectively .",results,methods,0.81820583
The primary endpoint was the difference in office systolic blood pressure ( SBP ) change at @ months .,results,methods,0.81774044
Extending these models to include a term for a possible interaction between treatment for hypertension and FI provided a formula for the treatment effect as a function of FI .,methods,conclusions,0.8172696
"This study is a follow-up analysis of an @-month , @-arm , hypertension self-management trial of @ veterans with hypertension who were randomized to usual care or @ of @ interventions .",results,methods,0.81718737
"Further reductions on PTSD symptoms were found at three months , showing that NET-R is as effective as the original NET in treating post-earthquake traumatic symptoms in adult Chinese earthquake survivors .",results,conclusions,0.8164505
"Patients who have a malignant condition may have a significantly higher risk of developing NLDVT , and patients with NLDVT , compared with those without , appeared to be at higher risk of PE but not higher risk of death .",methods,conclusions,0.8154938
Secondary outcomes were considered nonsignificant based on the hierarchical statistical analysis plan .,results,methods,0.8142596
"Analyzing the dynamics of IL-@ concentration changes in the @ h samples vs. @ h samples there was a statistically significant increase in the number of samples with IL-@ concentration decline in the LASIK group , while at the same time no considerable changes occurred in the PRK group .",methods,results,0.8138262
"The behaviour change component was resource constrained in development , mirroring what is feasible in an NHS context .",results,conclusions,0.8135839
"Pain scores , morphine consumption , and ambulation time were collected in the post-anesthesia care unit and at @ , @ , and @ hours postoperatively .",results,methods,0.8134421
"Centers had to use a compatible software system , and eligible patients were regular attendees ( Aboriginal and Torres Strait Islander people aged @ years and others aged @ years ) .",results,methods,0.8133448
The patients ' GERD questionnaire ( GerdQ ) and hospital anxiety and depression ( HAD ) scores were obtained before and after treatment .,objective,methods,0.81309885
"Of @ randomised children , @ ( @ VSL # @ and @ placebo ) completed the study .",methods,results,0.8129991
"Geriatric assessment ( GA ) included functional status ( ADL , Activities of Daily Living and IADL , Instrumental ADL scales ) , cognitive function , mood disorders , sensory organ impairment , falls and comorbidity .",results,methods,0.812709
Further efficacy trials are needed to test the effects of Web support when offered as a part of routine care .,background,conclusions,0.8126246
"Kidney biopsy was performed in @ patients ( glomerulonephritis was diagnosed in @ patients , - amyloidosis in @ patients and tubulointerstitial nephritis in @ patients ) .",methods,results,0.8113984
"Sixty five females aged @-@ years were classified into one of four groups following waist circumference ( WC ) measurements and an oral glucose tolerance test : NGT/low WC ( n = @ ) , NGT/high WC ( n = @ ) , IGT/low WC ( n = @ ) , IGT/high WC ( n = @ ) .",results,methods,0.8111563
"In the multicentre , placebo-controlled , double-blind REPAIR-AMI trial , @ patients received intracoronary infusion of BMCs ( n = @ ) or placebo ( n = @ ) into the infarct vessel @-@ days following successful percutaneous coronary intervention .",results,methods,0.8108532
Primary end point was the percentage of patients with @ ( OH ) D levels@ng/mL at @ weeks .,results,methods,0.810308
"The patients were followed up for @ months with @-month clinical reviews , electrograms ( ECGs ) , Holter recordings , and echocardiographic monitoring .",results,methods,0.8100634
"Following @-week active run-in , participants were randomized to aliskiren ( @ mg ) or placebo , and to an additional antihypertensive -LSB- hydrochlorothiazide ( @ mg ) or amlodipine ( @ mg ) -RSB- , or their respective placeboes .",results,methods,0.8093072
Eighty-four untrained volunteers were randomly assigned to a HI ( I ) T group ( n = @ ; @ years ) or an inactive control group ( n = @ ; @ years ) .,results,methods,0.80916566
"Though , cough occurrence was less in the intervention group than the other group .",conclusions,results,0.8090967
"The greater presence of supermarkets in low-income , high-minority neighborhoods has the potential to positively affect diet quality among those at greatest risk of obesity .",background,conclusions,0.8087914
All were examined by an ophthalmologist and eight were diagnosed with acute anterior uveitis ( AAU ) and one with sectoral episcleritis .,results,methods,0.8084733
Data revealed the incidence of moderate IAD was decreased in the experimental group ( receiving the skin protocol every @ hours and p.r.n. ) .,conclusions,results,0.80847186
"Subjects eligible for this study were survivors of acute lung injury who had been previously enrolled in a @-month observational follow-up study evaluating their physical , cognitive and mental health outcomes , with their last study visit completed at a median of @ months previously .",background,methods,0.80746603
Phenylephrine @ mg in combination with acetaminophen @ mg produced a phenylephrine plasma time-concentration profile similar to that seen with phenylephrine @ mg administered alone .,results,conclusions,0.8070212
"In @ @ initially healthy women , baseline GlycA was quantified by nuclear magnetic resonance spectroscopy and hsCRP by an immunoturbidimetric assay .",results,methods,0.80620515
Restylane Vital injector offers more predictable results and a lower incidence of adverse effects than more commonly used techniques .,results,conclusions,0.80545545
"Deep breathing exercises , with or without incentive spirometry , may help counteract postoperative decreased vital capacity ; however , the evidence for the role of incentive spirometry in the prevention of postoperative atelectasis is inconclusive .",objective,conclusions,0.8051327
The data were collected as part of the nationwide PolSenior project ( @-@ ) .,results,methods,0.8040732
Decreased heart rate ( HR ) and an increase in its variability ( HRV ) improve one 's capacity to adapt to environmental stress and attenuate risk for suicide .,background,conclusions,0.8039856
"In this crossover study , healthy subjects ( @ women , @ men ) took , in random order , a single oral dose of @ mg curcuminoids as native powder , micronized powder , or liquid micelles .",results,methods,0.803612
"The effect of Tch , LDL in Xuezhikang capsule groups is better than in traditional Chinese medicine formula group , but the effect of HDL in traditional Chinese medicine formula group is better than in Xuezhikang capsule groups .",results,conclusions,0.8034462
"Management protocols use thresholds for nodule size and growth rate to determine which nodules require additional diagnostic procedures , but these should be based on individuals ' probabilities of developing lung cancer .",background,conclusions,0.80300885
"Following a randomized , crossover design , @ male subjects ( BMI @ @ kg/m ( @ ) ) received either @ g glucose in @ mL water ( control treatment , CT ) or the same glucose solution supplemented with @ mg nonivamide ( nonivamide treatment , NT ) .",results,methods,0.80281556
"NCIC CTG MA @ was an open-label , phase @ , randomised controlled trial in which women with breast cancer were assigned to one of two adjuvant oral aromatase inhibitors-exemestane or anastrozole .",background,methods,0.8021616
"A collaborative care team , including a psychiatrist , psychologist , project manager , and @ social workers , met weekly , collaborated with the patients ' obstetrics providers , and monitored depression severity using an electronic tracking system .",conclusions,methods,0.80201447
A total of @ patients were recruited with @ patients in each group .,methods,results,0.80189574
"In PAD patients , there was a higher risk of major bleeding or NMCR bleeding with rivaroxaban when compared with warfarin ( interaction P = @ ) .",conclusions,results,0.80171233
Primary and secondary endpoints did not differ significantly between the two preparation techniques .,conclusions,results,0.80125165
"A post-hoc analysis was performed on the data from a @weeks phase III study ( ClinicalTrials.gov identifier : NCT@ ) to measure changes in the health-related quality of life ( HRQoL ) of @,@ patients aged @ with moderate-to-severe hypertension who received one of six doses of olmesartan/amlodipine/hydrochlorothiazide ( OLM/AML/HCTZ ) , using the MINICHAL and EQ-@D instruments .",background,methods,0.801178
"Secondary endpoints included time to first exacerbation , duration of exacerbations , antibiotic use for exacerbations and quality of life ( QOL ) ( St George 's Respiratory Questionnaire , SGRQ ) .",objective,methods,0.8011427
"Around the time of surgery , the mean ( SE ) factor XI levels were @ units per milliliter in the @-mg FXI-ASO group , @ units per milliliter in the @-mg FXI-ASO group , and @ units per milliliter in the enoxaparin group .",results,methods,0.80083585
"Secondary outcomes were complete excision at ectocervical and stromal margins , time to complete the procedure , specimen fragmentation , blood loss and death after @ year .",results,methods,0.79998916
The primary outcome was days alive and out of the hospital within @ days of surgery .,results,methods,0.7995843
The primary end point was developed without any known precedent .,conclusions,methods,0.79935056
No relevant adverse reactions were found .,conclusions,results,0.7988883
We examined intervention completion rates among @ African Americans who had been randomized to an integrated ( INT ) or disease-specific ( DSE ) risk education protocol as part of a comparative effectiveness trial from September @ to August @ .,background,methods,0.7988228
"The primary end point was combined cardiac death , myocardial infarction , and clinically indicated target-vessel revascularization within @ years .",results,methods,0.7981789
"In both groups , vascular complications rarely occurred .",conclusions,results,0.798101
The combination of ketamine and remifentanil seems to be associated with better analgesia and duration .,objective,conclusions,0.79787976
"Insomnia Severity Index ( ISI ) total score and sleep parameters derived from a daily sleep diary and actigraphy , collected at pretreatment and posttreatment .",results,methods,0.7973917
"While the hazard rate for seroconverting was significantly higher in the HD group before second dose , the effect was small as the median time to seroconversion was identical .",conclusions,results,0.79726344
"We enrolled @ adults ( @ to @ years ) with type @ diabetes in a randomized , crossover , controlled feeding study .",results,methods,0.79719347
"We conducted a randomized , double-blinded , placebo-controlled trial of adults age @ to @ years with obesity and elevated fasting insulin levels ( @ U/mL ) .",results,methods,0.7970835
Levosimendan augments haemodynamics without further oxygen consumption and improves echocardiographic indices of diastolic dysfunction .,background,conclusions,0.7969838
"Psychosocial factors were measured from cohorts @ to @ years of age at the baseline of the study , and ideal cardiovascular health was examined @ years later in adulthood .",results,methods,0.7967481
"Seroprotection rates , geometric mean titres for haemagglutination inhibition antibodies , and CD@ + T-cell responses tended to be higher in the AS@A-adjuvanted groups .",conclusions,results,0.7965565
"Of the @ included patients , @ had nasoenteric tubes , and @ had a jejunostomy .",methods,results,0.7959855
This randomized pilot and feasibility study will provide preliminary information on the routine use of jejunostomy feeding after hospital discharge in terms of clinical benefits and QoL .,methods,conclusions,0.795798
"A subgroup analysis was performed from data collected in a phase @ study of intravenous ( IV ) fosaprepitant or oral aprepitant , plus the @-HT @ antagonist ondansetron and the corticosteroid dexamethasone , in cisplatin-nave patients with solid malignancies .",objective,methods,0.79382443
Thirty-nine patients each were allocated to receive topical intra-articular TXA ( the experimental group ) and intravenous TXA ( the control group ) ; there were no significant differences in demographics or preoperative laboratory values between the groups .,methods,results,0.79308337
No significant difference exists in drug effect among @ experiment groups .,conclusions,results,0.79271895
Intereye asymmetry was not correlated with anisometropia in healthy controls but was correlated with the ectasia grade of the worse eye in patients with keratoconus .,results,conclusions,0.79263866
"In the AT/IMT group , IMT was performed at @ % of sustained maximal inspiratory pressure ( SPImax ) while in the AT/SHAM group it was performed at @ % of SPImax , using a computer biofeedback trainer for @ min , three times a week .",results,methods,0.7924533
Framing `` quantitative '' data in this way did not significantly affect risk perception .,results,conclusions,0.7923267
"We recorded no brachial plexus injuries , intracranial haemorrhages , or perinatal deaths .",results,methods,0.79194504
Three different HOMA-IR profile groups were determined .,results,methods,0.7917661
Intervention calls were triggered by home BP values transmitted via telemonitoring devices .,results,methods,0.7910743
