Text,True_Label,Predicted_Label,Confidence
"ERA was experimentally tested across more than @ public employment service offices and , within each office , individuals were randomly assigned to either a program ( or treatment ) group ( eligible for ERA ) or a control group ( not eligible ) .",background,methods,0.99345475
"Nonleg DVTs were not associated with ICU mortality ( HR , @ ; @ % CI , @-@ @ ) in a model adjusting for age , APACHE II , vasopressor use , mechanical ventilation , renal replacement therapy , and platelet count below @ @ ( @ ) / L. CONCLUSIONS AND RELEVANCE Despite universal heparin thromboprophylaxis , nonleg thromboses are found in @ % of medical-surgical critically ill patients , primarily in deep veins and proximal veins .",methods,results,0.9932239
"The risk of subsequent relapse among those who had achieved remission of symptoms at week @ was lower in the vitamins than placebo group ( OR = @ , @ % CI @-@ @ ) .",methods,results,0.9929899
The Canadian ALK ( CALK ) study was initiated to implement a multicenter optimization and standardization of laboratory developed ALK IHC and FISH tests across @ hospitals .,background,methods,0.9928349
P > @ indicated no significant difference .,methods,results,0.9924313
They received standard medical care and micro - and macrovascular events were documented .,results,methods,0.99240726
Patients with on-treatment SBP < @ mm Hg ( lowest tertile ) and SBP > @ ( highest tertile ) were compared with patients with average SBP between @ and @ .,methods,results,0.9922879
"A double-blind , randomized , controlled trial was conducted at @ sites in the United States .",results,methods,0.9920547
"Analyzing the dynamics of IL-@ concentration changes in the @ h samples vs. @ h samples there was a statistically significant increase in the number of samples with IL-@ concentration decline in the LASIK group , while at the same time no considerable changes occurred in the PRK group .",methods,results,0.99198043
"In the AT/IMT group , IMT was performed at @ % of sustained maximal inspiratory pressure ( SPImax ) while in the AT/SHAM group it was performed at @ % of SPImax , using a computer biofeedback trainer for @ min , three times a week .",results,methods,0.99196917
"Clinic-derived systolic blood pressure obtained before , during , and after the trial were estimated using linear mixed models .",results,methods,0.9918908
"Participants ' mean age was @ , @ % were female , @ % had diagnoses of schizophrenia or schizoaffective disorder , and @ % had been committed involuntarily for civil or forensic reasons .",methods,results,0.9918526
Intent-to-treat analyses were performed using multilevel regression models .,results,methods,0.99181247
The control group received the skin care protocol every @ hours and the interventional group received the protocol every @ hours ; both groups also received it as needed .,objective,methods,0.9917892
"Clinical and economic outcomes were examined @ months before , @ months during , and @ months after trial completion .",results,methods,0.9917058
The primary outcome measure was household air nicotine levels measured by passive dosimeters .,results,methods,0.99121386
"In a single-center , randomized , double-blinded , placebo-controlled , multi-arm parallel-group clinical trial , patients undergoing primary Fontan surgery were assigned to receive nesiritide , milrinone , or placebo .",results,methods,0.990927
"The mean preoperative spherical equivalent refractive error ( SEQ ) was -@ D ( range , -@ to -@ D ) .",methods,results,0.9908993
"Plasma glucose , insulin , peptide YY ( @-@ ) , glucagon-like peptide @ , and serotonin were quantified in blood samples drawn before and @ , @ , @ , @ , and @ min after each intervention .",results,methods,0.9908867
"The study demonstrated increase of mean exposure parameters in Japanese subjects vs. Caucasian subjects , which ranged between @ - @ % and @ - @ % , for indacaterol and MF components , respectively .",conclusions,results,0.99083346
Group differences in MADRS scores over time were not significant ( P = @ ) .,methods,results,0.99056506
Renal blood flow and GFR were measured using radioactive-labeled ( @ ) I-iothalamate and ( @ ) I-hippuran at baseline and @ weeks .,results,methods,0.990396
"The authors designed a randomized , double blind , placebo-controlled , parallel-group , pilot study in which migraineurs who also had insomnia were enrolled , to test this observation .",objective,methods,0.9899832
"This study is a follow-up analysis of an @-month , @-arm , hypertension self-management trial of @ veterans with hypertension who were randomized to usual care or @ of @ interventions .",results,methods,0.98985857
Efficacy was a primary endpoint of study @ and a secondary endpoint of studies @ and @ .,results,methods,0.9898559
"In a cluster randomized trial carried out in Jinja district , Uganda , @ primary schools were randomized into two groups ; one received education messages for schistosomiasis prevention for two months prior to mass treatment , while the other , in addition to the education messages , received a pre-treatment snack shortly before mass treatment .",results,methods,0.9898407
"Before and after @ weeks , all subjects underwent physiological examination , stepwise treadmill test with blood lactate analysis , and contrast-enhanced cardiovascular magnetic resonance imaging ( cine , tagging , and delayed enhancement ) .",results,methods,0.98977727
End-point data will be collected after @ years of the intervention .,conclusions,methods,0.9896947
"In a double-blind parallel group study , @ patients with asthma were randomized to @ mg of GW@ twice daily or matching placebo for @ days followed by prednisone @ mg for @ days .",results,methods,0.9892347
"Out of @ enrolled patients , @ patients ( @ : in midodrine group ; @ : in placebo group ) completed the study and @ patients lost to follow up .",methods,results,0.98912114
Stool frequency and consistency were recorded for the duration of treatment plus @week .,results,methods,0.9887222
"The resource consumption , costs , and health-related quality of life were evaluated at baseline , and after @ and @ months by using statutory health insurance information and standardized questionnaires .",objective,methods,0.98869425
There were no significant differences between the groups regarding the target variables .,conclusions,results,0.9886064
"While the hazard rate for seroconverting was significantly higher in the HD group before second dose , the effect was small as the median time to seroconversion was identical .",conclusions,results,0.98839813
"Inpatient admissions , outpatient expenditures , and total expenditures were estimated using generalized estimating equations .",results,methods,0.9882111
The apneic threshold and CO reserve were measured at baseline and repeated after at a minimum of @ month .,results,methods,0.9881235
"Of @ randomised children , @ ( @ VSL # @ and @ placebo ) completed the study .",methods,results,0.9880883
Study limitations included incorrect intervention allocation for a high proportion of participants and that the study was conducted in a single clinic .,results,methods,0.9878291
"Various laboratory examinations , multi-detector computed tomography features and histopathology were evaluated to clarify the clinical and diagnostic features of adverse reactions of MSCs administration , prior to receiving MSCs ( pre procedure ) and on days @ , @ , and @ post transplantation .",background,methods,0.9877188
INRs were performed via standardized finger-stick point-of-care devices at least every @ weeks .,results,methods,0.98765916
"No significant differences between the two groups were found in the outcomes of a MPP except in the NDI at @ weeks , but both groups improved in all variables during the course of @ year under study .",conclusions,results,0.98760825
"Of the patients enrolled in STARTER , @ had QRS@ ms and @ had @ < QRS@ ms.",methods,results,0.98754483
This program was initiated in the inpatient setting and was followed by an unsupervised outpatient intervention .,background,methods,0.9875016
"Insomnia Severity Index ( ISI ) total score and sleep parameters derived from a daily sleep diary and actigraphy , collected at pretreatment and posttreatment .",results,methods,0.98736215
"A total of @ patients were included in this study , @ of whom were female ( @ male ) , with an overall median age of @ years ( range @-@ ) .",methods,results,0.9870853
"Sixty five females aged @-@ years were classified into one of four groups following waist circumference ( WC ) measurements and an oral glucose tolerance test : NGT/low WC ( n = @ ) , NGT/high WC ( n = @ ) , IGT/low WC ( n = @ ) , IGT/high WC ( n = @ ) .",results,methods,0.98699456
"TTR was calculated using the Rosendaal method , without exclusion of international normalized ratio ( INR ) values performed during warfarin initiation .",results,methods,0.9869796
Cardio-ankle vascular index ( CAVI ) was measured as the arterial stiffness using a VaSera CAVI instrument at the same time points .,results,methods,0.9868671
"After a @-week placebo baseline period , @ patients received once-daily treatment with Allisartan Isoproxil @mg or placebo randomly for @ weeks .",results,methods,0.98684096
Main outcome was the incidence of complete excision of disease at endocervical margin of the surgical specimen .,results,methods,0.98672825
"The researchers studied a defined skin care protocol using a cleanser with aloe vera and a cleansing lotion , followed by application of either a moisture barrier with silicone or skin protectant with zinc oxide and menthol , undertaken at two different frequencies .",conclusions,methods,0.98672277
Safety was a primary endpoint of studies @ and @ and a secondary endpoint of studies @ and @ .,results,methods,0.9864587
"A subgroup analysis was performed from data collected in a phase @ study of intravenous ( IV ) fosaprepitant or oral aprepitant , plus the @-HT @ antagonist ondansetron and the corticosteroid dexamethasone , in cisplatin-nave patients with solid malignancies .",objective,methods,0.9864464
"The experimental group participated in a programme of @ sessions of cardiac coherence biofeedback training , in addition to the rehabilitation programme .",results,methods,0.98624355
"Before using the drug , there was no statistically significant difference in age , body weight , acute physiology and chronic health evaluation II ( APACHEII ) score , Glasgow coma scale ( GCS ) between sufentanil group and fentanyl group , and were comparable .",methods,results,0.98607093
"While both insertion methods proved equivalent for successful vessel cannulation , AST was significantly faster ( P = @ ) and resulted in less blood loss ( P = @ ) than MST .",conclusions,results,0.98593235
"Sources of data were non-participation forms , oral clarification , patient records , telephone interviews with adolescents that declined to participate , and a questionnaire-based process evaluation among nurses .",background,methods,0.98574096
"Sixty-one men and women age range @-@ years , with the metabolic syndrome were recruited to participate in this study using a parallel group design .",results,methods,0.9855064
"Secondary outcomes were complete excision at ectocervical and stromal margins , time to complete the procedure , specimen fragmentation , blood loss and death after @ year .",results,methods,0.9854998
The study was performed by four surgeons operating in two community hospitals .,background,methods,0.9853461
"Primary ( wake after sleep onset -LSB- WASO -RSB- , pregabalin vs placebo ) and key secondary endpoints were analyzed for statistical significance , with descriptive statistics for other endpoints .",results,methods,0.9852989
The primary efficacy endpoint ( stroke or non-central nervous system embolism ) was examined by quartiles of cTTR and by cTTR as a continuous function .,results,methods,0.98523027
"There were no distinct signals in terms of patient symptoms between arms , but there was significantly more patient dropout in the placebo arm .",conclusions,results,0.985037
Key efficacy end points were functional status and ventricular function while temporarily weaned from LVAD support ( @ days after randomization ) .,results,methods,0.98499
"We conducted a randomized , double-blind , @-month placebo-controlled trial of progesterone ( @ mg daily ) among @ healthy postmenopausal women in Vancouver , Canada from @-@ .",results,methods,0.98486716
"Physiological variables ( systolic and diastolic blood pressure , SDNN ) and psychosocial variables ( anxiety , depression , type D personality ) were measured at the start and at the end of the programme in both groups .",results,methods,0.98457146
"Patients were followed up until transplant or @ months after randomization , whichever came first .",results,methods,0.98443776
A QoL questionnaire including a pain scale will assess changes from baseline scores through @ months .,conclusions,methods,0.98438996
"Patients who have a malignant condition may have a significantly higher risk of developing NLDVT , and patients with NLDVT , compared with those without , appeared to be at higher risk of PE but not higher risk of death .",methods,conclusions,0.98432606
"HRQoL physical and mental health state ( PHS/MHS ) , Roland Morris disability Questionnaire ( RMQ ) , Neck-Disability-Index ( NDI ) and Western Ontario and McMaster Universities ' Arthritis Index ( WOMAC ) were used to measure outcomes of MPP for people with chronic low back pain , chronic neck pain and osteoarthritis , respectively .",results,methods,0.984287
There were no statistically significant differences between groups for any of the clinical parameters tested .,conclusions,results,0.98396456
"A Clinical Events Committee and Data Safety Monitoring Board will adjudicate the composite primary safety endpoints of all-cause death , major amputation , and clinically driven TLR at @ months and other trial endpoints and supervise patient safety throughout the study .",conclusions,methods,0.9839558
The patients ' GERD questionnaire ( GerdQ ) and hospital anxiety and depression ( HAD ) scores were obtained before and after treatment .,objective,methods,0.9838478
The ATRS and heel-rise work results did not differ significantly between the groups .,conclusions,results,0.9837848
Participants were randomized to tadalafil @ mg daily or placebo for @ months .,results,methods,0.98366606
"Following @-week active run-in , participants were randomized to aliskiren ( @ mg ) or placebo , and to an additional antihypertensive -LSB- hydrochlorothiazide ( @ mg ) or amlodipine ( @ mg ) -RSB- , or their respective placeboes .",results,methods,0.9834646
The data were then compared with psychopathological and physical alterations .,background,methods,0.9834477
Baseline characteristics were similar between the treatment groups .,methods,results,0.9834359
"Five hundred and seven patients were randomized ; @ and @ had paired IVUS and QCA measurements , respectively .",methods,results,0.98328215
"Outcome was assessed after @ months , and the primary endpoint was LVEF measured by cardiac magnetic resonance imaging ( MRI ) at rest .",results,methods,0.9832708
"Of the participants ( n = @ ) , @ intervention and @ control mothers ( @ % ) responded to the validated physical activity and food frequency questionnaire at baseline ( i.e. , before the first intervention session , or , for children in the control group , before they reached @months of age ) .",conclusions,methods,0.9831913
"This prospective , observer-blinded , randomised , multicentre study aimed at determining the non-inferiority of @ mg of plain @ % @-chloroprocaine vs. @ mg of @ % plain bupivacaine in terms of sensory block onset time at T@ after spinal injection .",background,methods,0.9831176
METHODS Two hundred eighty-nine GERD patients with emotional disorders were divided randomly into two groups : group @ received esomeprazole only ( monotherapy ) and group @ received esomeprazole and flupentixol/melitracen ( combination therapy ) .,objective,methods,0.9830563
A comprehensive analysis of structure/function correlations using Food and Drug Administration - and European Medicines Agency-approved substances and fixed and flexible regimens was performed .,objective,methods,0.9830172
"At the @-month post-trial follow-up , body mass index ( BMI ) , fat mass index ( FMI ) , leisure PA ( LPA ) , home/school/workplace active commuting , TV/video time ( TVT ) , and attitudes toward PA were measured in @ adolescents .",results,methods,0.982919
The data were collected as part of the nationwide PolSenior project ( @-@ ) .,results,methods,0.98285365
Exploratory analyses also examined contribution of lifetime heroin use to treatment response among a subset of participants who received a uniform set of study procedures .,objective,methods,0.98280764
"Final analyses included @ , @ , @ , and @ patients in groups @ through @ , respectively .",methods,results,0.98247737
The dermatitis score means and P values of each group were compared using a paired t test .,results,methods,0.9824683
The primary outcome was days alive and out of the hospital within @ days of surgery .,results,methods,0.9824389
"In PAD patients , there was a higher risk of major bleeding or NMCR bleeding with rivaroxaban when compared with warfarin ( interaction P = @ ) .",conclusions,results,0.98209953
All were examined by an ophthalmologist and eight were diagnosed with acute anterior uveitis ( AAU ) and one with sectoral episcleritis .,results,methods,0.98179686
"Angle width of treated eyes increased markedly after LPI , remained stable for @ months , and then decreased significantly by @ months after LPI .",conclusions,results,0.9817308
Patient-level analyses were conducted using generalized estimating equations to account for clustering .,results,methods,0.9817284
Analyses were restricted to @ @ ( of original @ @ ) women aged @ to @ years old in the Women 's Health Initiative randomized trial of CaD supplementation who were randomized @:@ in a double-blinded fashion to receive @ mg/d of calcium plus @ IU/d of vitamin D@ or placebo .,results,methods,0.9816852
"After adjusting for baseline confounding variables with regard to the Unified Parkinson 's Disease Rating Scale ( UPDRS ) Part II score , the UPDRS Part III score , the modified Rankin Scale score , level of education , and treatment group , we assessed the rate of change for the following measurements : the UPDRS Part II score ; the UPDRS Part III score ; the Schwab and England Independence Scale score ( which measures activities of daily living ) ; the Total Functional Capacity scale ; the @-item Parkinson 's Disease Questionnaire , summary index , and activities of daily living subscale ; and version @ of the @-item Short Form Health Survey Physical Summary and Mental Summary .",results,methods,0.9816507
"Blood samples were taken at the beginning and end of the intervention , both fasting and @ h after a lunch , to measure biochemical parameters .",results,methods,0.981559
"Sixty-eight patients with cardiac syndrome X were divided randomly into three groups : fluvastatin ( @ mg/day , n = @ ) , diltiazem ( @ mg/day , n = @ ) , and combination of fluvastatin ( @ mg/day ) and diltiazem ( @ mg/day , n = @ ) .",results,methods,0.9815144
Statistical analysis was performed to compare the AMP group ( Group A + Group B ) with the control group ( Group C ) .,results,methods,0.9814135
"Following a randomized , crossover design , @ male subjects ( BMI @ @ kg/m ( @ ) ) received either @ g glucose in @ mL water ( control treatment , CT ) or the same glucose solution supplemented with @ mg nonivamide ( nonivamide treatment , NT ) .",results,methods,0.9809513
"For comparison of two methods , auriculocephalic distances were measured at three levels which were level @ ( the most superior point of the auricle ) , level @ ( the midpoint of the auricle ) and level @ ( level of the lobule ) pre-operatively ( preop ) ; and measurements were repeated at the end of the surgery ( PO ( @-day ) ) , @st month ( PO ( @-Mo ) ) and @th month ( PO ( @-Mo ) ) after the surgery , in both groups .",methods,results,0.98067045
Primary and secondary endpoints did not differ significantly between the two preparation techniques .,conclusions,results,0.98066336
"@ patients were recruited , @ in the study group and @ in the control group .",methods,results,0.9803714
"After clinical and duplex ultrasound assessment , unselected patients with intermittent claudication requesting treatment for claudication were randomly assigned to invasive ( n = @ ) or noninvasive ( n = @ ) treatment groups .",results,methods,0.98009366
"When we analyzed the dynamics of IL@ production in particular groups , we noticed that both in the LASIK and PRK group the number of samples with increased values of IL-@ after @ h , and after @ h , was con - siderably larger than the number of samples with decreased values of IL-@ after the intervention .",methods,results,0.9800813
"Primary outcome was stool frequency and consistency , classified at different levels of diarrhoea severity .",results,methods,0.9795237
"Following each diet period , we assessed BP , systemic hemodynamics , and heart rate variability at rest and during acute mental stress , and , in a subset of participants ( n = @ ) , @-hour ambulatory BP .",results,methods,0.97943443
Ratings of hunger were assessed before and @ h after each intervention by means of visual analog scales .,results,methods,0.97934777
"Using a parallel arm cluster-randomized controlled trial in @ Australian primary healthcare centers , we tested whether a multifaceted quality improvement intervention comprising computerized decision support , audit/feedback tools , and staff training improved ( @ ) guideline-indicated risk factor measurements and ( @ ) guideline-indicated medications for those at high cardiovascular disease risk .",results,methods,0.9792652
( Trial registration at ClinicalTrials.gov : NCT@ . ),methods,conclusions,0.97912025
"Mean change in @ ( OH ) D/mcg D@ administered ; difference in the proportion of D@ insufficient participants ( ie , @ ( OH ) D @ ng/mL ) reaching sufficiency ( ie , @ ( OH ) D @ ng/mL ) ; and mean change in serum @ , @-dihydroxycholecalciferol were measured .",methods,results,0.97887975
"Of these subjects , @ % had a Kellgren/Lawrence grade @ in at least @ knee .",methods,results,0.9786669
"The Checklist During Multidisciplinary Visits for Reduction of Mortality in Intensive Care Units ( Checklist - ICU ) trial is a pragmatic , two-arm , cluster-randomised trial involving @ intensive care units in Brazil , with the primary objective of determining if a multifaceted qualityimprovement intervention with a daily checklist , definition of daily care goals during multidisciplinary daily rounds and clinician prompts can reduce inhospital mortality .",background,methods,0.9779222
Patients were @ % minority ; @ % female ; @ % alcohol dependent ; mean age @ .,methods,results,0.97758526
"Dexmedetomidine can prolong the duration of local anesthetics , but the effect of retrobulbar dexmedetomidine on the potency of ropivacaine for retrobulbar block has not been investigated .",objective,conclusions,0.97726166
"A total of @,@ ecological momentary assessments ( @ % completion rate ) were collected at random times ( i.e. , up to @ assessments/day ) during the @ days prior to a scheduled quit attempt .",results,methods,0.9772174
These obseration indicators had no significant difference between two groups .,methods,results,0.97704566
"A total of @ patients achieved a CR , @ of whom were randomized .",methods,results,0.9770288
This multicenter trial has enrolled @ patients at @ European centers with independent angiographic core lab adjudication of the primary efficacy endpoint of target lesion late luminal loss ( LLL ) and clinically driven target lesion revascularization ( TLR ) in major amputation-free surviving patients through @-months .,conclusions,methods,0.9769909
Patients were enrolled in an OCT substudy of the TOTAL trial ( a randomized trial of routine aspiration ThrOmbecTomy with PCI vs. PCI ALone in patients with STEMI undergoing primary PCI ) of aspiration thrombectomy or percutaneous coronary intervention ( PCI ) alone in primary PCI ( PPCI ) of STEMI .,results,methods,0.9769189
Both formulations were tolerated by all of the participants .,conclusions,results,0.9764786
"Volume , volume doubling time , and volumetry-based diameter of @ non-calcified nodules detected by CT screening in @ participants in the screening group of NELSON were used to quantify lung cancer probability .",results,methods,0.97627527
The IMProved Reduction of Outcomes : Vytorin Efficacy International Trial ( IMPROVE-IT ) is evaluating the potential benefit for reduction in major cardiovascular ( CV ) events from the addition of ezetimibe versus placebo to @ mg/d of simvastatin therapy in patients who present with acute coronary syndromes and have low-density lipoprotein cholesterol ( LDL-C ) @ mg/dl .,background,conclusions,0.9761954
"Bivariate analysis identified several possible predictors including : opioid and drug urine tests result at the end taper ; employment status , family problems , and alcohol use domains of addiction severity index ( ASI ) score ; and clinical opiate withdrawal scale ( COWS ) at the end of stabilization .",results,methods,0.97616607
"In the expanded RCT of TIPS versus EPCS , @ and @ % , respectively , were in Child class C. Permanent control of BGV was achieved in @-@ % of patients treated by emergency or elective PCS , compared with @-@ % by ET .",methods,results,0.97579193
"Two hundred participants reporting no strong nausea , no clear reduction in smoking enjoyment , and less than @ % reduction in their baseline smoking on day @ received additional tablets of varenicline or placebo .",methods,results,0.97577715
All patients will be followed for @ years .,conclusions,methods,0.97546583
Ordinary least squares regression with covariate adjustment was used to estimate monthly dollar savings .,results,methods,0.97545683
"In post-hoc analysis the patients were clustered according to the following groups : medical alternation ( group A and B ) versus control ( group C ) , and to baseline eGFR > or = @ ml/min vs. eGFR ( < @ ml/min .",results,methods,0.9754199
"@ cases were enrolled finally , and there were @ cases in sufentanil group and @ in fentanyl group .",methods,results,0.9753621
"In a PREDIMED subcohort ( n = @ ) , plaque height and carotid IMT of @ prespecified segments ( ICA , bifurcation , and common ) were sonographically assessed at baseline and after intervention for a mean of @ years .",results,methods,0.975316
"Six hundred eighty-one patients were randomized to @ groups : @ hr of on-site SOPT , @ hr of on-site SOPT plus @ hr of boosters , @ hr of at-home SOPT , or @ hr of on-site attention-control ( crossword puzzles ) .",methods,results,0.97519195
We designed a Prospective Randomized Controlled Trial of controlled passive mobilization ( modified Kleinert ) vs. Place and active hold exercises after zone @-flexor tendon repair by two-strand suture ( Modified kessler ) .,objective,methods,0.9749572
"Participants use a pedometer to undertake a @-week physical activity challenge , with personalised daily step count goals set in consultation with a physiotherapist .",background,methods,0.9749376
Multicenter randomized crossover clinical trial including @ individuals with metabolic syndrome .,results,methods,0.9749017
"The Ca pre-treatment significantly increased F level in overnight saliva following the @ ppm fluoride rinse by @ relative to the @ ppm F-rinse alone ; however , a significant effect was only observed with the highest ( @ mM ) Ca concentration as pre-rinse .",conclusions,results,0.97483623
"In addition to intention-to-treat analysis , we will conduct subgroup analysis based on practitioners ' or patients ' guesses to discuss the efficacy and effectiveness of treatments with skin piercing and various placebo controls .",conclusions,methods,0.9747448
"A post-hoc analysis was performed on the data from a @weeks phase III study ( ClinicalTrials.gov identifier : NCT@ ) to measure changes in the health-related quality of life ( HRQoL ) of @,@ patients aged @ with moderate-to-severe hypertension who received one of six doses of olmesartan/amlodipine/hydrochlorothiazide ( OLM/AML/HCTZ ) , using the MINICHAL and EQ-@D instruments .",background,methods,0.97460526
"Prediction models for sICH or poor outcome ( Hemorrhage After Thrombolysis -LSB- HAT -RSB- ; Sugar , Early Infarct Signs , Dense Artery , Age , National Institutes of Health ( NIH ) Stroke Score ( SEDAN ) ; Glucose Race Age Sex Pressure Stroke Severity -LSB- GRASPS -RSB- ; Stroke Thrombolytic Predictive Instrument ; Dense Artery , Rankin Score , Age , Glucose , Onset to Treatment Time , NIHSS -LSB- DRAGON -RSB- ; Totaled Health Risks in Vascular Events -LSB- THRIVE -RSB- ; our new model ; and a model with National Institutes of Health Stroke Scale and age ) had similar area under receiver operator characteristic curves ( AUROCC ) to predict sICH ( P for difference > @ ) .",results,methods,0.97460085
Factorial structure of P@ and ICOAP were separate from WOMAC-function items .,results,methods,0.974381
"In the RCT of ET versus PCS , @ and @ % , respectively , were in Child class C.",methods,results,0.97434956
"At @months , rates of the composite outcome of death , end-stage renal disease and relapse did not differ between groups .",conclusions,results,0.97414565
Eighty-four untrained volunteers were randomly assigned to a HI ( I ) T group ( n = @ ; @ years ) or an inactive control group ( n = @ ; @ years ) .,results,methods,0.97396106
Ad libitum energy and macronutrient intakes from a standardized breakfast @ h postintervention were calculated .,results,methods,0.97372943
"Fifty-nine polypectomies , @ endoscopic mucosal resections , four hot biopsies , and six cold biopsies were done .",results,methods,0.9733932
"Subjects eligible for this study were survivors of acute lung injury who had been previously enrolled in a @-month observational follow-up study evaluating their physical , cognitive and mental health outcomes , with their last study visit completed at a median of @ months previously .",background,methods,0.97320503
The proportion of male and female was @ : @ .,methods,results,0.97293067
"After a @-week run-in period , participants consumed a low-fat control diet ( @ % fat ) containing low-fat/high-carbohydrate snacks and a moderate-fat diet ( @ % fat ) containing pistachios ( @ % of total energy ) for @ weeks each , separated by a @-week washout .",results,methods,0.9728494
"For the Student 's t-test , a difference of @ points in the DASH score , with a @ % confidence interval , a statistical power of @ % , and @ % sampling error results in @ patients per group .",methods,results,0.9728485
"We enrolled @ adults ( @ to @ years ) with type @ diabetes in a randomized , crossover , controlled feeding study .",results,methods,0.97279286
Bleeding was also assessed .,objective,methods,0.9726605
There was one patient who developed a non-fatal stroke in the combined aliskiren and ARB group while the other two groups had none .,conclusions,results,0.9724123
