Text,True_Label,Predicted_Label,Confidence
"Between January @ and December @ , a total of @ patients with locally recurrent nonmetastatic nasopharyngeal carcinoma were randomized to @ different models of total dose and fraction size : group A ( @ patients ) received @ gray in @ fractions and group B ( @ patients ) received @ gray in @ fractions .",methods,results,0.59133774
"Primary end points were time to first flatus , time to first bowel movement ( BM ) , and frequency of BM .",methods,results,0.5873019
Total lipid uptake was greater after @ days of EW compared with @ hours of DD .,conclusions,results,0.58614504
"Primary outcome variable was stress , and secondary outcome variables were caring situation , general self-efficacy , well-being , health , and quality of life of young informal carers ( N = @ ) .",methods,results,0.58541614
Patients were @ % minority ; @ % female ; @ % alcohol dependent ; mean age @ .,methods,results,0.582789
All the operations were successfully performed .,results,methods,0.5824278
"In period @ , subjects randomly received one of three HM@ doses : @ , @ or @mg .",methods,results,0.58026195
"Group @ implants were @ or @ mm in diameter , and group @ implants were @ mm in diameter ; all implants were @ mm long .",methods,results,0.579484
Intensities were adjusted to @ % of resting motor threshold .,methods,results,0.5794414
"Primary and secondary end points were overall survival and disease-free survival , respectively .",methods,results,0.57915074
"Corneal power remained unchanged , but axial length increased .",conclusions,results,0.57869005
All the patients participated throughout the study .,results,methods,0.5784817
There was no difference between intervention and control group in resident teaching identity over time .,conclusions,results,0.5781456
Mean follow-up was @ years .,methods,results,0.5780179
Twelve patients received @ sessions .,results,methods,0.5766365
"Changes in weight ( kg ) , % weight , and waist circumference ( WC ; cm ) were determined .",methods,results,0.5765952
The validity and reliability of questionnaire confirmed by experts and Cranach 's Alpha coefficient ( @ % ) .,methods,results,0.57617736
Women aged @ to @ who had fallen in the previous year ( n = @ ) .,methods,results,0.57581466
Twenty-eight patients were enrolled in the study .,results,methods,0.57546514
"Study @ subjects received erlotinib @ mg day @ , erlotinib @ mg day @ , and rifampicin @ mg days @-@ .",methods,results,0.57498986
Patients with on-treatment SBP < @ mm Hg ( lowest tertile ) and SBP > @ ( highest tertile ) were compared with patients with average SBP between @ and @ .,methods,results,0.5749725
"In the expanded RCT of TIPS versus EPCS , @ and @ % , respectively , were in Child class C. Permanent control of BGV was achieved in @-@ % of patients treated by emergency or elective PCS , compared with @-@ % by ET .",methods,results,0.57494897
"Responses of molecularly genotyped USH@ ( n = @ ) and USH@ ( n = @ ) subjects ( age range , @-@ years ) were compared with those of controls ( n = @ ) .",methods,results,0.5748975
There were @ patients assigned to a hemoglobin transfusion threshold of @ g/dL and @ patients assigned to @ g/dL .,methods,results,0.5735156
"Secondary end points included time to progression ( TTP ) , progression-free survival ( PFS ) , and overall survival ( OS ) .",methods,results,0.57274735
We enrolled @ surrogate decision makers .,results,methods,0.5717733
Correlation of apnea/hypopnea index with OCT and SAP measurements were calculated .,methods,results,0.5715714
"In total , @ patients were randomized @:@:@:@ to subcutaneous CZP @ , @ , or @ mg ( induction dose : @ mg or @ mg CZP at Weeks @ , @ , and @ ) plus MTX or placebo plus MTX every @ weeks .",methods,results,0.5703423
Sample size was n = @ per group ( total of @ subjects ) and within each subject appliances were placed on each side of the mouth ( left and right ) .,methods,results,0.5698929
Primary outcomes were risk of falling and time until falls .,methods,results,0.56987894
"Finally , a group of TN patients received SOF , LDV , and RBV for @ weeks ( n = @ ) .",methods,results,0.569295
All women received @ mg/day vaginal micronized progesterone plus @ mg @ estradiol for LPS starting from the day of oocyte retrieval .,methods,results,0.5692184
The key outcome variable was BMI and change in BMI .,methods,results,0.56879693
"Patients in the control group ( Group C , n = @,@ ) did not receive AMP .",methods,results,0.56863034
"kg ( -@ ) propofol in the propofol-fentanyl group ( Group PF ) and @ g.kg ( -@ ) alfentanil , @mg .",methods,results,0.5682487
Forty-seven patients completed the study .,results,methods,0.56807345
"The onset time of sensory block to T@ , T@ and maximum sensory block level , time to two segments regression from maximum sensory block level , onset time and duration of motor block were all recorded .",methods,results,0.56801534
"Ovulatory women @ to @ years of age with at least one patent fallopian tube were randomly assigned to ovarian stimulation ( up to four cycles ) with gonadotropin ( @ women ) , clomiphene ( @ ) , or letrozole ( @ ) .",methods,results,0.56785095
"In the RCT of ET versus PCS , @ and @ % , respectively , were in Child class C.",methods,results,0.5667079
Forty-four patients completed the study .,results,methods,0.56625354
TTE areas and indices of RV ejection fraction ( RVEF ) were compared .,methods,results,0.5641138
All the patients completed the study .,results,methods,0.56381655
"Subsequently , @ adults , aged @-@ ( n = @ ) , @-@ ( n = @ ) , and @-@ ( n = @ ) years , received @ doses of vaccine containing @ g of each VLP .",methods,results,0.56366557
Trial Registration .,conclusions,methods,0.5634383
"In the other @ normal subjects ( validation group ) , MBF and CFR obtained by dynamic CTP and PET were compared .",methods,results,0.5627758
"ICAM-@ , VCAM-@ levels were measured just before and @ hours after CAG .",methods,results,0.5618569
Seventy-three patients completed the study .,results,methods,0.5604926
Hospitalization at the @-bed state psychiatric hospital was two months or longer ( mean @ years ) .,methods,results,0.56041944
They all completed the trial .,results,methods,0.5602443
"QIs , physical and psychological health outcomes including QoL were surveyed .",methods,results,0.5597186
"Overall , @ % to @ % of paediatric uveitis is associated with JIA .",background,results,0.55966264
Subjects in groups A@ and B@ were not prompted ( non-EAS groups ) .,methods,results,0.5596088
Fifty-six patients took the full @ months of medication .,results,methods,0.559444
Cohort @ applied lignin peroxidase to @ randomized side of the face and nothing to the opposite side .,methods,results,0.5590811
"The primary end-point was progression free survival ( PFS ) , secondary end-points were overall survival ( OS ) , toxicity and overall response rate ( ORR ) .",methods,results,0.5586152
Weight-changes did not differ between the diet groups while improvements in HRQoL only occurred after one year during treatment with LCD .,conclusions,results,0.55840605
The SASA !,background,methods,0.5582123
Time interval to administration of drugs and overall dose of drugs were measured in @ groups .,methods,results,0.5578035
"Visual outcome , expressed as percentage visual deficit , was measured as secondary outcome .",methods,results,0.5575093
We included @ patients .,results,methods,0.5572671
Forty-three patients completed the study .,results,methods,0.556861
One hundred eighteen patients completed the study .,results,methods,0.5568045
"Subsequently , @-y and @-y changes in sodium intake were calculated .",methods,results,0.556408
"Above the age of @ , speech perception is significantly worse .",conclusions,results,0.5563938
Transesophageal real-time @-dimensional echocardiography ( @DE ) served as a reference .,methods,results,0.55560476
"The incidence and severity of POST at @ , @ , @ , @ , @ and @ hours postoperatively were assessed .",methods,results,0.5552696
"Times to sensory and motor block onsets , maximum sensory block level , readiness for surgery , regression of sensory and motor blocks , first analgesic requirements , unassisted ambulation , home discharge , and side effects after @ h and @ days were registered blindly .",methods,results,0.55506104
"Primary outcome was patient-reported quality of communication ( QOC ; mean rating of @ items rated from @-@ , with @ = poor and @ = perfect ) .",methods,results,0.55504096
Two hundred twenty-nine patients were included .,results,methods,0.55448246
"@ healthy participants , @ female , age @ @ y , mass @ @ kg , height @ @ m , and @ male , @ @ y , mass @ @ kg , height @ @ m.",methods,results,0.55440176
Free Androgen Index ( FAI ) and Free Estrogen Index ( FEI ) were calculated .,methods,results,0.5541144
Analyses considered all completers ( n = @ ) and those who engaged with @ % of the intervention ( n = @ ) .,methods,results,0.55410576
"Follow-up was for a mean of @ years ( SD , @ ) .",methods,results,0.5539872
"When comparing PRNT , non-inferiority of one SD was not established and the peak titers were low for both groups .",conclusions,results,0.5536914
Individuals with dementia were M = @ ( SD = @ ) years old ; @ % were men and @ % were women .,methods,results,0.55342627
Nine healthy beagle dogs were purchased from a commercial laboratory .,background,methods,0.5526423
Demographic differences between the test two groups were determined by Student 's t-test or Fisher exact ( @ % CI ; p > @ ) .,methods,results,0.5512899
"Moreover , the cough and hoarseness questionnaire was also filled in @ , @ , and @ hours after endotracheal extubation .",methods,results,0.55110675
Patients with lower calyceal stones ( @-@ mm ) were randomized to SWL ( @ patients ) or SWL with simultaneous inclination ( @ patients ) with @o head down Trendelenburg position ) .,methods,results,0.5508392
Each correlation with real-time @DE was evaluated .,methods,results,0.5505664
The intervention-group ( n = @ ) received azithromycin @ mg @ times a week and the control-group ( n = @ ) received a placebo .,methods,results,0.55011845
Total duration of immobilization was @ to @ weeks .,methods,results,0.55011773
The absolute and relative frequencies of categorical variables and the median age were calculated .,methods,results,0.54991996
Consent process was the strongest predictor of compliance .,conclusions,results,0.54976696
"BOP , MGI , and RMNPI were scored at baseline ( BSL ) , two weeks , and four weeks ( W@ ) .",methods,results,0.5497294
@ aging adults ( @ @ years ) with idiopathic PD and @ healthy age-matched participants ( @ @ years ) were recruited .,methods,results,0.549279
"Subjects were assigned to @ groups : intervention ( group @ ) , with @ subjects ; and control ( group @ ) , also with @ subjects .",methods,results,0.54921305
"Participants were @ females and @ males ( age @ @ years -LSB- mean SD -RSB- ; BMI @ @ kg/m ( @ ) ) enrolled in the Look AHEAD ( Action for Health in Diabetes ) trial randomized to ILI or diabetes support and education ( DSE ) from whom baseline and @-year MRI measures of total AT ( TAT ) and regional ( arm , trunk , leg ) AT , including subcutaneous AT ( SAT ) , visceral AT ( VAT ) , and intermuscular AT ( IMAT ) , were acquired .",methods,results,0.54921216
"Forty-nine participants completed the study ( mean age , @ years ) .",results,methods,0.5491256
Women with singletons and PPROM of @-@ weeks were included .,methods,results,0.5488717
"@ cases were enrolled finally , and there were @ cases in sufentanil group and @ in fentanyl group .",methods,results,0.5488271
"Overall , @ white and African-American adults ( @-@ years ; body mass index @-@ @ kg/m ( @ ) ) were randomized to a DG only group ( n = @ ) or a DG + PA group ( n = @ ) .",methods,results,0.548701
A total of @ children with @ % or greater total body surface area ( TBSA ) burned were included .,methods,results,0.5486069
"Costs of drugs , healthcare use , and productivity losses were retrieved from nationwide registers , while EuroQol @-Dimensions utility was collected quarterly .",methods,results,0.5481556
"Muscle Nerve @ : @-@ , @ .",conclusions,results,0.5480911
All subjects had % FEV@ and DS obtained at baseline and hourly for @h .,methods,results,0.54808545
Both groups contained @ women .,results,methods,0.548078
All responses ( `` movement '' or `` no movement '' ) to tracheal intubation were assessed .,methods,results,0.5474005
Cohort @ applied lignin peroxidase to @ facial side and generic hydroquinone to the other .,methods,results,0.5473087
A total of @ students from eight randomized middle schools completed the @-year trial .,results,methods,0.5472669
"Thirty-nine healthy men ( n = @ ) and women ( n = @ ; age = @ @ years , height = @ @ cm , mass = @ @ kg , body mass index = @ @ kg/m ( @ ) ) .",methods,results,0.5471392
"@ women and @ men aged @ to @ ( mean , @ ) years with primary osteoarthritis of the hip were randomised to undergo unilateral THA through a mini-incision approach ( Micro-hip , n = @ ) or standard , lateral , transgluteal approach ( Bauer , n = @ ) .",methods,results,0.5471215
Correlations between change from baseline in the @-item Hamilton Rating Scale for Depression ( HAM-D@ ) total score and Q-LES-Q scores were computed .,methods,results,0.54701424
The @ movement groups were subdivided so that @ movements were supported with an attachment and @ were not .,methods,results,0.5464106
The primary end point was developed without any known precedent .,conclusions,methods,0.5461458
Similar results were noted for AL * .,results,methods,0.54597574
Admission samples were available from @/@ patients enrolled in the study .,results,methods,0.5459025
Mean percentage time that intragastric pH was @ and @ were compared among groups using ANOVA with a posthoc Tukey-Kramer test ( = @ ) .,methods,results,0.5458315
"Participants received @ subcutaneous injections ( @ in abdomen , @ in thigh ) of saline at different injection speeds ( @ , @ and @ l/s ) , with different volumes ( @ , @ , @ and @ l ) , and two needle insertions without any injection .",methods,results,0.5453824
@ residents completed the study .,results,methods,0.54527634
The HoST group obtained significantly higher scores ( @ vs @ ; P @ ) on the GEARS .,results,methods,0.54525006
The study included @ subjects .,results,methods,0.54462993
"Secondary outcome variables : Differences from baseline to week @ and from week @ to month @ in circumference of the arm ( cm ) , body weight ( kg ) , patient sensation of heaviness ( scale range : @-@ ) , patient sensation of tension ( scale range : @-@ ) , and quality of life ( EQ-@D-@ L-questionnaire ) .",methods,results,0.5446256
"Secondary outcomes were pain intensity and disability @ weeks after randomisation , and global perceived effect at both four and @ weeks after randomisation .",methods,results,0.5441369
All the patients accomplished the clinical trial .,results,methods,0.54397136
Thirty-eight children participated .,results,methods,0.5438361
Time to correct response and percentage of correct responses were compared between groups using t test and general estimating equations .,methods,results,0.54382116
Greater SHRM dimensions were associated with worse VA. .,conclusions,results,0.5435691
"However , we discontinued study entry after five serious adverse events were observed .",results,methods,0.5435388
"The protocol was @ s on , @ s off , @ s impulse width , @ Hz above the individual CTF , and was at @ % of the maximal tolerated stimulation energy .",methods,results,0.5434985
Fifty ( @ % ) participants completed the study .,results,methods,0.54347056
"@ patients with impacted proximal ureteral stones @ cm in size were randomized to ureteroscopic lithotripsy ( URSL ) , POBC-URSL , and percutaneous nephrolithotomy ( PNL ) group between May @ and May @ .",methods,results,0.543432
"Nebivolol reduced HVPG from @ mm Hg ( SD , @ ) to @ mm Hg ( SD , @ ) and @ mm Hg ( SD , @ ) , respectively ( P < @ ) .",methods,results,0.5434246
"Participants ' mean age was @ , @ % were female , @ % had diagnoses of schizophrenia or schizoaffective disorder , and @ % had been committed involuntarily for civil or forensic reasons .",methods,results,0.54342216
"@ subjects per dose group received @ , @ or @ colony-forming units as droplets with half of the dose in each nostril .",methods,results,0.54282695
"A total of @ patients suffering from PTSD were assessed ( mean age = @ years , SD = @ ; @ % females ) .",methods,results,0.5427901
"The stimulus was applied in a participant - and operator-initiated stimulation above , near , and below the motor threshold .",methods,results,0.54251367
"In the PRP group , @ % of the wound areas were healed on the @th day after the operation .",results,methods,0.54239935
Primary endpoints were absolute change in number of total lesions ( TLs ) from baseline to week @ to demonstrate the superiority of CLNP/BPO @ % twice daily and noninferiority of CLNP/BPO @ % once daily vs. CLNP twice daily .,methods,results,0.542281
The main outcome measure was change in mean @-hour ambulatory BP ( ABPM ) .,methods,results,0.54226863
Totally @ primiparous women were recruited and randomized either music group ( n = @ ) or a control group ( n = @ ) .,methods,results,0.54193366
Secondary end points were time to progression ( TTP ) and objective response rate ( ORR ) per RECIST v@ @ .,methods,results,0.54186463
"Of @ menopausal women identified , @ were allocated to a study group and @ to a control group .",methods,results,0.54182446
"Of the @ enrollees , this analysis focused on @ who , in addition to insomnia , also reported at least one nightly episode of waking up to void .",methods,results,0.54158556
"Group @ received @ % plain ropivacaine @ mlkg ( -@ ) , while group @ , @ , and @ received dexmedetomidine @ , @ , and @ gkg ( -@ ) , respectively , along with @ % ropivacaine @ mlkg ( -@ ) .",methods,results,0.54143685
"Seven older and @ younger men with non-severe or no sleep apnea , matched for body mass index .",methods,results,0.5413222
min ( -@ ) ) and ketamine ( @ mcg.kg ( -@ ) .,methods,results,0.54125965
A total @ patients were enrolled in the study .,results,methods,0.54113156
"In the other group , @ % of the areas were healed on the @th day following the operation .",results,methods,0.5410028
The changes of serum interleukin @ ( IL-@ ) and immunoglobulin E ( Ig E ) before and after treatment were observed .,methods,results,0.54076666
Incremental cost-effectiveness ratio of CTDR compared with ACDF .,methods,results,0.5407604
Median values with @ % confidence interval ( CI ) were compared using analysis of variance .,methods,results,0.54052013
Women were randomized to WRG ( n = @ ) or GDC ( n = @ ) ; men were assigned to GDC ( n = @ ) .,methods,results,0.54042155
Complex patients had at least one of the following characteristics : renal insufficiency ( creatinine@ mol/l ) ; ejection fraction < @ % ; acute myocardial infarction ( MI ) within previous @ hrs ; > @ lesion/vessel ; > @ vessels treated ; lesion length > @ mm ; bifurcation ; saphenous vein graft lesion ; arterial bypass graft lesion ; in-stent restenosis ; unprotected left main lesion ; lesion with thrombus ; or lesion with total occlusion .,methods,results,0.54033893
"After motor response of suprascapular and axillary nerves , SG received @ mL of the same substance on each nerve .",methods,results,0.5400112
"Patients in RAT group were treated according to principle of antibiotics usage , while in PCT group patients ' PCT value was observed everyday .",methods,results,0.5399722
Cadaveric equine larynges ( n = @ ) .,methods,results,0.5398964
"T-cell activation , LPS , and soluble CD@ were measured at baseline and at weeks @ , @ , and @ .",methods,results,0.5397643
The study was terminated prematurely .,conclusions,methods,0.53964823
Participants consumed @ g milk protein ( whey or casein ) and @ g milk fat ( with high or low MC-SFA content ) daily .,methods,results,0.53957427
Each group included @ patients .,results,methods,0.5394095
Categorization into absolute success ( IOP @mm Hg without medication ) and qualified success ( IOP @mm Hg with medication ) was done .,methods,results,0.5393374
Three hundred thirty-six mothers were enrolled in the study ( @ per arm ) .,results,methods,0.5390289
Cued reaction time ( cRT ) and noncued reaction time ( nRT ) .,methods,results,0.5390014
Most improvements were maintained at @ months .,results,methods,0.5389434
"Dependent variables included first-attempt and overall success or failure ; independent variables were systolic blood pressure , weight , ASA physical status , trisomy @ , arterial diameter , and subcutaneous depth of the radial artery ( < @ , @-@ , @ mm ) .",methods,results,0.5386591
Self-reported subjective perceptions were also obtained at the same time points .,methods,results,0.53864163
The groups were similar at baseline .,results,methods,0.5383812
Changes ( baseline to W@ ) in cardiometabolic parameters were assessed .,methods,results,0.5383704
Statistics Analysis System ( SAS ) @ was used for analysis .,methods,results,0.53836536
"Total training impulse ( exercise rehabilitation and other paramedical actions ) were evaluated and harmonized between AT and CT according to Foster et al. formula ( @ ) RESULTS : No significant difference were found in training impulse between AT and CT ( @ @ vs @ @ U , P = NS ) .",methods,results,0.5380752
"Carvedilol significantly reduced HVPG from @ mm Hg ( SD , @ ) to @ mm Hg ( SD , @ ) after @ minutes and to @ mm Hg ( SD , @ ) after @ days ( P < @ ) .",methods,results,0.5380332
The mean follow-up was @ years ( range @-@ ) .,methods,results,0.5379489
Primary end point was change from baseline in waist circumference ( CBWC ) at @ weeks .,methods,results,0.537354
Primary outcome was pregnancy rate .,methods,results,0.53731966
"In particular , pure-tone audiogram , speech audiogram , and speech perception with hearing aids were compared .",objective,results,0.5372227
"Of @ randomized patients with mild PHPT , biochemical data were available for @ patients after @ years , with a mean age at inclusion of @ years ( OBS group , @ males ) and @ years ( PTX group , @ males ) .",methods,results,0.53713894
"On both occasions , self-reported perceived discomfort ratings were collected along with erector spinae and abdominal muscle activity and lumbar spinal postures .",methods,results,0.537119
A total of @ participants were included in the primary analysis .,results,methods,0.53709656
"The rerupture rate was @ % overall , and both groups had substantial functional deficits in the injured limb compared with the uninjured limb .",conclusions,results,0.53679913
Weight loss of @-@ % from an ILI over @ year reduced SAT and VAT and prevented an increase in IMAT .,conclusions,results,0.53662294
Higher baseline FACT scores were favorable prognostic factors for OS .,conclusions,results,0.536502
They had no aggravation of neurofunctional disturbance following the operation .,results,methods,0.5364921
Data from @ children were evaluated in the study .,results,methods,0.5364023
@ patients entered the randomised phase .,results,methods,0.53611094
The satisfaction to prostheses and the facial appearance were evaluated by the patients .,methods,results,0.53608876
Primary outcome was Zurich Claudication Questionnaire in this intention-to-treat analysis .,methods,results,0.5359964
"Secondary endpoints were change from baseline in percentage of rescue-free @-h periods ( powered ) , evening and morning peak expiratory flow , symptom-free @-h periods and withdrawals due to lack of efficacy .",methods,results,0.5358163
Calf muscles of both legs in the IG were stimulated equally twice a week over @ weeks .,methods,results,0.53555423
Eighty-one eyes from @ consecutive patients were sampled .,results,methods,0.5353606
No PE or PE-related death occurred during the @-day follow-up .,results,methods,0.53493595
One patient required a limb amputation at @ weeks .,results,methods,0.5349225
"They were randomly assigned to @ groups , group A ( n = @ ) were scanned in @ kVp with @ mgI/ml iodinated contrast agent mode , group B ( n = @ ) were scanned in @ kVp with @ mgI/ml iodinated contrast agent mode , group C ( n = @ ) were scanned in @ kVp with @ mgI/ml iodinated contrast agent mode .",methods,results,0.5348679
No deaths occurred during the study .,results,methods,0.5345838
Patients ' diameters were correlated to IQob and IQsub ratings .,methods,results,0.5345538
SGF was well tolerated .,results,methods,0.534086
"Secondary outcomes were persistent trophoblast and repeat ectopic pregnancy ( expressed as relative risks -LSB- RRs -RSB- with @ % CIs ) and ongoing pregnancy after ovulation induction , intrauterine insemination , or IVF .",methods,results,0.5336964
"Heart rate ( HR ) , body temperature and clinical sedation were monitored over @ minutes .",methods,results,0.5333719
"Blood flow ( BF ; mL/min/@ mL ) , peak enhancement ( Hounsfield units ) , time to peak ( seconds ) , and blood volume ( BV ; mL/@ g ) were calculated .",methods,results,0.5333539
"Measures were taken at baseline , @ weeks ( @ w ) , @ months ( @m ) , and @ year ( @y ) after starting the programme .",results,methods,0.5332101
Fifty patients entered the study ( n = @ per group ) .,results,methods,0.5329469
A further @ patients were included on control wards .,results,methods,0.5327016
"Pharmacokinetic characteristics included AUC@-@h , maximum ipragliflozin concentration ( Cmax ) , and time to maximum plasma ipragliflozin concentration ( tmax ) .",methods,results,0.5326216
Overall ninety patients ( thirty in each group ) were included in the study .,results,methods,0.5324595
One hundred randomly allocated infants ( @ in the total body group and @ controls ) completed the study .,results,methods,0.53242713
"This was a double-blind , randomized crossover study in @ healthy persons -LSB- @ men and @ women , aged @ @ y ; body mass index ( in kg/m ( @ ) ) : @ @ -RSB- who consumed meals containing @-g @ % oil and water emulsion ( @ kJ ) with @ ) larger , @-m mean droplet size ( Coarse treatment ) expected to cream in the stomach ; @ ) larger , @-m mean droplet size with @ % locust bean gum ( LBG ; Coarse + LBG treatment ) to prevent creaming ; or @ ) smaller , @-m mean droplet size with LBG ( Fine + LBG treatment ) .",methods,results,0.5324116
ICOAP had acceptable properties .,conclusions,methods,0.5321383
Mean change in HbA ( @c ) level from baseline to @-year follow-up .,methods,results,0.5320777
Thirteen women from six hospitals were recruited .,results,methods,0.5320698
The patients were followed for @ @ months .,results,methods,0.5320192
"Totally @ patients were enrolled and assigned to two groups , @ patients in the treatment group and @ patients in the control group .",methods,results,0.53198963
We assessed associated surgical complications .,objective,methods,0.5317013
The dependent variables were absolute error scores ( AES ) provided by @ knee directions ( flexion and extension ) .,methods,results,0.53167045
"Preterm infants between @@/@ and @@/@ weeks ' postmenstrual age , including those with brain injury , who were taking at least half their feedings enterally and less than half orally , were randomly assigned to receive @ daily @-minute sessions of either PAM with mother 's recorded voice or no PAM , along with routine nonnutritive sucking and maternal care in both groups .",methods,results,0.531654
Data analyses were based on @ eyes .,results,methods,0.5314581
The primary outcome was per cent change in total seizure frequency .,methods,results,0.5313593
"Patients were @-@ years of age , baseline FEV@ @ % and @ % predicted and a baseline SGRQ score @ .",methods,results,0.5313041
Only the effect on PYY@-@ lasted throughout the week .,conclusions,methods,0.53122586
"For EF we tried cut-off points of @ , @ and @ % .",methods,results,0.5311108
"There were @ males and @ females , aging from @ to @ years .",methods,results,0.5306869
One patient ( ONF group ) was lost to follow-up .,results,methods,0.53066736
"On intention-to-treat analysis , both the PKEP and OP groups had equivalent Qmax ( @ ml/s vs @ ml/s , respectively ; p = @ ) , International Prostate Symptom Score ( @ -LSB- @-@ -RSB- vs @ -LSB- @-@ -RSB- , respectively p = @ ) , quality of life ( @ -LSB- @-@ -RSB- vs @ -LSB- @-@ -RSB- , respectively ; p = @ ) , and postvoid residual urine ( @ -LSB- @-@ @ -RSB- vs @ -LSB- @-@ -RSB- ml , respectively ; p = @ ) at @ mo postoperatively .",conclusions,results,0.53031904
The data were collected as part of the nationwide PolSenior project ( @-@ ) .,results,methods,0.5302797
"Secondary outcomes were uptake of HIV self-testing , reporting of positive HIV self-test results , and rates of loss from ART at @ months .",methods,results,0.5301523
The sample was small .,conclusions,methods,0.52965707
Secondary outcomes were incidence of early complications and overall cannulation success .,methods,results,0.52958685
"Repeated episodes of PSE occurred in @ % of TIPS patients , @-@ % treated by ET , and @-@ % treated by PCS .",methods,results,0.5294808
Fifty-two participants completed the study .,results,methods,0.5293651
Six hundred seventy-three patient-reported questionnaires were used in the analyses .,results,methods,0.52929604
FBF was measured again following the intravenous administration of @ g nitroglycerin/kg body weight/min for @ min .,methods,results,0.52919656
Mean follow-up time was @ months .,methods,results,0.52910936
Both preparations were clearly better than the @-L preparation .,conclusions,methods,0.5290982
"Postoperative follow-up was at @ day , @ week , and @ , @ , @ , @ , @ , and @ months .",methods,results,0.5290558
Forty patients were randomly allocated to each group according to a parallel group design .,results,methods,0.5287912
Baseline characteristics were compared between participants reporting lifetime heroin use @ ( H ( + ) ; n = @ ) vs. < @ ( H ( - ) ; n = @ ) times .,methods,results,0.5287796
All the patients were performed lumbar spiral CT scans ( GE LightSpeed VCT @-slice scanner ) and the scan parameters were different in different subgroups .,methods,results,0.5285317
"B vitamins did not increase the @-week efficacy of antidepressant treatment , but enhanced and sustained antidepressant response over @ year .",conclusions,results,0.52831274
"Temporal bone computed tomographic scans of @ patients with CAA ( @ males , @ females ) aged @ to @ years ( median age , @ years ) , @ patients with SNHL ( @ males , @ females ) aged @ to @ years ( median age , @ years ) , and @ patients ( @ males , @ females ) aged @ months to @ years ( median age , @ years ) randomly selected from a pool of patients with unilateral chronic otitis media or cholesteatoma were reviewed .",methods,results,0.5283115
"Time-domain heart rate variability measures included baseline heart rate , SD of the R-R interval ( SDNN ) , and root mean squared difference of successive R-R intervals ( RMSSD ) .",methods,results,0.52808917
"A total of @ patients achieved a CR , @ of whom were randomized .",methods,results,0.52769977
The systolic and diastolic blood BP values and the HRs were recorded .,methods,results,0.5276703
"We considered positive for seroma , those cases with a liquid collection greater than @ cc .",methods,results,0.527641
Secondary end points included progression-free survival ( PFS ) and overall survival ( OS ) .,methods,results,0.5274309
Maternal blood pressure and heart rate were measured at @ minute intervals for @ minutes .,methods,results,0.5273016
"Depth of CC , compression to recoil ratio , duty cycle , and rate of incomplete recoil were quantified .",methods,results,0.5271839
"Although the frequency of postoperative complications like UTI and dilutional hyponatremia was less with sterile distilled water , yet , the difference was statistically not significant .",conclusions,results,0.52714235
Prefracture ability to negotiate stairs was enquired at the hospital on average @ @ days after fracture .,methods,results,0.5270188
Time of first flatus and first defecation are recorded .,methods,results,0.5270187
"The students were absent @,@ days in @,@ episodes .",results,methods,0.52699804
