Text,True_Label,Predicted_Label,Confidence
"Additionally , AST resulted in significantly fewer vessel-to-air exposure events ( P < @ ) and unprotected sharps exposures ( P < @ ) .",conclusions,results,0.9975211
"A prospective , randomized , controlled , blinded clinical trial was performed .",background,methods,0.9970584
"Secondary end-points included progression-free survival ( PFS ) , overall response rate ( ORR ) and duration of response ( DOR ) ; safety end-points were also assessed .",background,methods,0.9970577
"Nonleg DVTs were not associated with ICU mortality ( HR , @ ; @ % CI , @-@ @ ) in a model adjusting for age , APACHE II , vasopressor use , mechanical ventilation , renal replacement therapy , and platelet count below @ @ ( @ ) / L. CONCLUSIONS AND RELEVANCE Despite universal heparin thromboprophylaxis , nonleg thromboses are found in @ % of medical-surgical critically ill patients , primarily in deep veins and proximal veins .",methods,results,0.9969887
"DESIGN , SUBJECTS , INTERVENTION , OUTCOME MEASURES : In a randomized controlled trial , patients with allergic bronchial asthma were either allocated to a group receiving acupuncture immediately or a waiting-list control group .",objective,methods,0.99679536
"Primary end point was health-related quality of life after @ year , assessed with Medical Outcomes Study Short Form @ version @ and Vascular Quality of Life Questionnaire , and secondary end points included walking distances on a graded treadmill .",results,methods,0.99670744
"Secondary endpoints : angiographic outcome of the procedure , fluoroscopy time and X-ray dose , procedural time , crossover rate to another puncture site and hospitalisation in days .",results,methods,0.9964729
"Carvedilol effectively decreased HVPG in a greater proportion of the patients after an acute probe ( @ % vs. @ % ) and after @ days of the treatment ( @ % vs. @ % , P < @ ) in comparison with nebivolol .",methods,results,0.9959884
The mucosal damage scores for the alendronate group ( total score @ ) were significantly higher than those for the Maxmarvil group ( total score @ ) in the esophagus and stomach .,conclusions,results,0.9958825
"Primary outcome measures were symptom self-rating scales ( Insomnia Severity Index -LSB- ISI -RSB- and the Montgomery sberg Depression Rating Scale -LSB- MADRS-S -RSB- ) , assessed before and after treatment with follow-up after @ and @ mo. .",results,methods,0.99577785
"Nebivolol reduced HVPG from @ mm Hg ( SD , @ ) to @ mm Hg ( SD , @ ) and @ mm Hg ( SD , @ ) , respectively ( P < @ ) .",methods,results,0.995635
"Analyzing the dynamics of IL-@ concentration changes in the @ h samples vs. @ h samples there was a statistically significant increase in the number of samples with IL-@ concentration decline in the LASIK group , while at the same time no considerable changes occurred in the PRK group .",methods,results,0.9951807
"Clinic-derived systolic blood pressure obtained before , during , and after the trial were estimated using linear mixed models .",results,methods,0.99515045
"The risk of subsequent relapse among those who had achieved remission of symptoms at week @ was lower in the vitamins than placebo group ( OR = @ , @ % CI @-@ @ ) .",methods,results,0.994716
"were collected @ days after the full bloom day ; blanched and pressed to obtain apple pomace which was then processed with a food cutter , oven-dried and milled to prepare apple powder .",results,methods,0.99446154
"Primary outcomes including PA changes and secondary outcomes including self-efficacy , physical function , cognitive function , and disability will be assessed at baseline , @ , and @ months .",results,methods,0.9940783
The control group received the skin care protocol every @ hours and the interventional group received the protocol every @ hours ; both groups also received it as needed .,objective,methods,0.9940103
"Mean change in @ ( OH ) D/mcg D@ administered ; difference in the proportion of D@ insufficient participants ( ie , @ ( OH ) D @ ng/mL ) reaching sufficiency ( ie , @ ( OH ) D @ ng/mL ) ; and mean change in serum @ , @-dihydroxycholecalciferol were measured .",methods,results,0.9938378
"The study demonstrated increase of mean exposure parameters in Japanese subjects vs. Caucasian subjects , which ranged between @ - @ % and @ - @ % , for indacaterol and MF components , respectively .",conclusions,results,0.9936352
A pragmatic prospective cluster-randomised trial of Xpert for all individuals with presumptive ( symptomatic ) TB compared to the routine diagnostic algorithm of sputum microscopy and limited use of culture was conducted in a large TB/HIV primary care clinic .,results,methods,0.9936206
End-point data will be collected after @ years of the intervention .,conclusions,methods,0.9934268
"No significant differences between the two groups were found in the outcomes of a MPP except in the NDI at @ weeks , but both groups improved in all variables during the course of @ year under study .",conclusions,results,0.9929516
They received standard medical care and micro - and macrovascular events were documented .,results,methods,0.99288964
"ERA was experimentally tested across more than @ public employment service offices and , within each office , individuals were randomly assigned to either a program ( or treatment ) group ( eligible for ERA ) or a control group ( not eligible ) .",background,methods,0.9928778
Patients with on-treatment SBP < @ mm Hg ( lowest tertile ) and SBP > @ ( highest tertile ) were compared with patients with average SBP between @ and @ .,methods,results,0.9920887
"The experimental group participated in a programme of @ sessions of cardiac coherence biofeedback training , in addition to the rehabilitation programme .",results,methods,0.9920746
"Clinical and economic outcomes were examined @ months before , @ months during , and @ months after trial completion .",results,methods,0.9919619
"In a single-center , randomized , double-blinded , placebo-controlled , multi-arm parallel-group clinical trial , patients undergoing primary Fontan surgery were assigned to receive nesiritide , milrinone , or placebo .",results,methods,0.9919282
"Of the patients enrolled in STARTER , @ had QRS@ ms and @ had @ < QRS@ ms.",methods,results,0.9917401
"In a cluster randomized trial carried out in Jinja district , Uganda , @ primary schools were randomized into two groups ; one received education messages for schistosomiasis prevention for two months prior to mass treatment , while the other , in addition to the education messages , received a pre-treatment snack shortly before mass treatment .",results,methods,0.99159473
The primary outcome measure was household air nicotine levels measured by passive dosimeters .,results,methods,0.9915593
"A double-blind , randomized , controlled trial was conducted at @ sites in the United States .",results,methods,0.9914971
"In the AT/IMT group , IMT was performed at @ % of sustained maximal inspiratory pressure ( SPImax ) while in the AT/SHAM group it was performed at @ % of SPImax , using a computer biofeedback trainer for @ min , three times a week .",results,methods,0.9914868
"Angle width of treated eyes increased markedly after LPI , remained stable for @ months , and then decreased significantly by @ months after LPI .",conclusions,results,0.99131656
"A subgroup analysis was performed from data collected in a phase @ study of intravenous ( IV ) fosaprepitant or oral aprepitant , plus the @-HT @ antagonist ondansetron and the corticosteroid dexamethasone , in cisplatin-nave patients with solid malignancies .",objective,methods,0.99120504
"The mean preoperative spherical equivalent refractive error ( SEQ ) was -@ D ( range , -@ to -@ D ) .",methods,results,0.99096113
P > @ indicated no significant difference .,methods,results,0.9906418
The Canadian ALK ( CALK ) study was initiated to implement a multicenter optimization and standardization of laboratory developed ALK IHC and FISH tests across @ hospitals .,background,methods,0.99035746
"The authors designed a randomized , double blind , placebo-controlled , parallel-group , pilot study in which migraineurs who also had insomnia were enrolled , to test this observation .",objective,methods,0.99031
"Before and after @ weeks , all subjects underwent physiological examination , stepwise treadmill test with blood lactate analysis , and contrast-enhanced cardiovascular magnetic resonance imaging ( cine , tagging , and delayed enhancement ) .",results,methods,0.9901158
Intent-to-treat analyses were performed using multilevel regression models .,results,methods,0.9898492
"Group @ implants were @ or @ mm in diameter , and group @ implants were @ mm in diameter ; all implants were @ mm long .",methods,results,0.98970324
One hundred fifty-one non-GH-deficient short children were included in the intent-to-treat ( ITT ) population and @ in the per-protocol ( PP ) population ; @ children in the ITT and @ children in the PP populations had idiopathic short stature ( ISS ) .,methods,results,0.98962396
"The resource consumption , costs , and health-related quality of life were evaluated at baseline , and after @ and @ months by using statutory health insurance information and standardized questionnaires .",objective,methods,0.9891495
This program was initiated in the inpatient setting and was followed by an unsupervised outpatient intervention .,background,methods,0.9890031
"A total of @ patients were included in this study , @ of whom were female ( @ male ) , with an overall median age of @ years ( range @-@ ) .",methods,results,0.98881453
"Of @ randomised children , @ ( @ VSL # @ and @ placebo ) completed the study .",methods,results,0.9887398
There were no significant differences between the groups regarding the target variables .,conclusions,results,0.9886805
Renal blood flow and GFR were measured using radioactive-labeled ( @ ) I-iothalamate and ( @ ) I-hippuran at baseline and @ weeks .,results,methods,0.98866177
"In a double-blind parallel group study , @ patients with asthma were randomized to @ mg of GW@ twice daily or matching placebo for @ days followed by prednisone @ mg for @ days .",results,methods,0.9884355
Cardio-ankle vascular index ( CAVI ) was measured as the arterial stiffness using a VaSera CAVI instrument at the same time points .,results,methods,0.9883862
"While both insertion methods proved equivalent for successful vessel cannulation , AST was significantly faster ( P = @ ) and resulted in less blood loss ( P = @ ) than MST .",conclusions,results,0.9881981
The patients ' GERD questionnaire ( GerdQ ) and hospital anxiety and depression ( HAD ) scores were obtained before and after treatment .,objective,methods,0.9881742
"A Clinical Events Committee and Data Safety Monitoring Board will adjudicate the composite primary safety endpoints of all-cause death , major amputation , and clinically driven TLR at @ months and other trial endpoints and supervise patient safety throughout the study .",conclusions,methods,0.98804504
"Following @-week active run-in , participants were randomized to aliskiren ( @ mg ) or placebo , and to an additional antihypertensive -LSB- hydrochlorothiazide ( @ mg ) or amlodipine ( @ mg ) -RSB- , or their respective placeboes .",results,methods,0.9878357
A QoL questionnaire including a pain scale will assess changes from baseline scores through @ months .,conclusions,methods,0.9877957
INRs were performed via standardized finger-stick point-of-care devices at least every @ weeks .,results,methods,0.9876188
"Primary ( wake after sleep onset -LSB- WASO -RSB- , pregabalin vs placebo ) and key secondary endpoints were analyzed for statistical significance , with descriptive statistics for other endpoints .",results,methods,0.98759115
"TTR was calculated using the Rosendaal method , without exclusion of international normalized ratio ( INR ) values performed during warfarin initiation .",results,methods,0.98750824
"After adjusting for baseline confounding variables with regard to the Unified Parkinson 's Disease Rating Scale ( UPDRS ) Part II score , the UPDRS Part III score , the modified Rankin Scale score , level of education , and treatment group , we assessed the rate of change for the following measurements : the UPDRS Part II score ; the UPDRS Part III score ; the Schwab and England Independence Scale score ( which measures activities of daily living ) ; the Total Functional Capacity scale ; the @-item Parkinson 's Disease Questionnaire , summary index , and activities of daily living subscale ; and version @ of the @-item Short Form Health Survey Physical Summary and Mental Summary .",results,methods,0.98735934
Group differences in MADRS scores over time were not significant ( P = @ ) .,methods,results,0.987326
"Using a parallel arm cluster-randomized controlled trial in @ Australian primary healthcare centers , we tested whether a multifaceted quality improvement intervention comprising computerized decision support , audit/feedback tools , and staff training improved ( @ ) guideline-indicated risk factor measurements and ( @ ) guideline-indicated medications for those at high cardiovascular disease risk .",results,methods,0.9871351
"Out of @ enrolled patients , @ patients ( @ : in midodrine group ; @ : in placebo group ) completed the study and @ patients lost to follow up .",methods,results,0.9870228
Exploratory analyses also examined contribution of lifetime heroin use to treatment response among a subset of participants who received a uniform set of study procedures .,objective,methods,0.9869561
We designed a Prospective Randomized Controlled Trial of controlled passive mobilization ( modified Kleinert ) vs. Place and active hold exercises after zone @-flexor tendon repair by two-strand suture ( Modified kessler ) .,objective,methods,0.9869486
Baseline characteristics were similar between the treatment groups .,methods,results,0.98671836
"Physiological variables ( systolic and diastolic blood pressure , SDNN ) and psychosocial variables ( anxiety , depression , type D personality ) were measured at the start and at the end of the programme in both groups .",results,methods,0.9866937
METHODS Two hundred eighty-nine GERD patients with emotional disorders were divided randomly into two groups : group @ received esomeprazole only ( monotherapy ) and group @ received esomeprazole and flupentixol/melitracen ( combination therapy ) .,objective,methods,0.98667336
"Participants ' mean age was @ , @ % were female , @ % had diagnoses of schizophrenia or schizoaffective disorder , and @ % had been committed involuntarily for civil or forensic reasons .",methods,results,0.98643446
Efficacy was a primary endpoint of study @ and a secondary endpoint of studies @ and @ .,results,methods,0.9863944
"Inpatient admissions , outpatient expenditures , and total expenditures were estimated using generalized estimating equations .",results,methods,0.98622084
Main outcome was the incidence of complete excision of disease at endocervical margin of the surgical specimen .,results,methods,0.98613656
"While the hazard rate for seroconverting was significantly higher in the HD group before second dose , the effect was small as the median time to seroconversion was identical .",conclusions,results,0.9861351
"This study is a follow-up analysis of an @-month , @-arm , hypertension self-management trial of @ veterans with hypertension who were randomized to usual care or @ of @ interventions .",results,methods,0.9861022
"Insomnia Severity Index ( ISI ) total score and sleep parameters derived from a daily sleep diary and actigraphy , collected at pretreatment and posttreatment .",results,methods,0.98594785
The primary outcome was days alive and out of the hospital within @ days of surgery .,results,methods,0.9858747
"Sources of data were non-participation forms , oral clarification , patient records , telephone interviews with adolescents that declined to participate , and a questionnaire-based process evaluation among nurses .",background,methods,0.98581517
"HRQoL physical and mental health state ( PHS/MHS ) , Roland Morris disability Questionnaire ( RMQ ) , Neck-Disability-Index ( NDI ) and Western Ontario and McMaster Universities ' Arthritis Index ( WOMAC ) were used to measure outcomes of MPP for people with chronic low back pain , chronic neck pain and osteoarthritis , respectively .",results,methods,0.9857379
The study was performed by four surgeons operating in two community hospitals .,background,methods,0.98545986
"We conducted a randomized , double-blind , @-month placebo-controlled trial of progesterone ( @ mg daily ) among @ healthy postmenopausal women in Vancouver , Canada from @-@ .",results,methods,0.9854246
The apneic threshold and CO reserve were measured at baseline and repeated after at a minimum of @ month .,results,methods,0.9853705
"There were no distinct signals in terms of patient symptoms between arms , but there was significantly more patient dropout in the placebo arm .",conclusions,results,0.98527294
Key efficacy end points were functional status and ventricular function while temporarily weaned from LVAD support ( @ days after randomization ) .,results,methods,0.9848696
"Sixty-one men and women age range @-@ years , with the metabolic syndrome were recruited to participate in this study using a parallel group design .",results,methods,0.9843316
The data were collected as part of the nationwide PolSenior project ( @-@ ) .,results,methods,0.9842652
"After a @-week placebo baseline period , @ patients received once-daily treatment with Allisartan Isoproxil @mg or placebo randomly for @ weeks .",results,methods,0.9840019
"Before using the drug , there was no statistically significant difference in age , body weight , acute physiology and chronic health evaluation II ( APACHEII ) score , Glasgow coma scale ( GCS ) between sufentanil group and fentanyl group , and were comparable .",methods,results,0.9839782
Patient-level analyses were conducted using generalized estimating equations to account for clustering .,results,methods,0.98359686
"In a PREDIMED subcohort ( n = @ ) , plaque height and carotid IMT of @ prespecified segments ( ICA , bifurcation , and common ) were sonographically assessed at baseline and after intervention for a mean of @ years .",results,methods,0.98356587
"Sixty five females aged @-@ years were classified into one of four groups following waist circumference ( WC ) measurements and an oral glucose tolerance test : NGT/low WC ( n = @ ) , NGT/high WC ( n = @ ) , IGT/low WC ( n = @ ) , IGT/high WC ( n = @ ) .",results,methods,0.9835656
Stool frequency and consistency were recorded for the duration of treatment plus @week .,results,methods,0.9835427
"In PAD patients , there was a higher risk of major bleeding or NMCR bleeding with rivaroxaban when compared with warfarin ( interaction P = @ ) .",conclusions,results,0.98325664
"Plasma glucose , insulin , peptide YY ( @-@ ) , glucagon-like peptide @ , and serotonin were quantified in blood samples drawn before and @ , @ , @ , @ , and @ min after each intervention .",results,methods,0.98324883
All were examined by an ophthalmologist and eight were diagnosed with acute anterior uveitis ( AAU ) and one with sectoral episcleritis .,results,methods,0.9832191
Bleeding was also assessed .,objective,methods,0.9828127
Participants were randomized to tadalafil @ mg daily or placebo for @ months .,results,methods,0.9826166
There were no statistically significant differences between groups for any of the clinical parameters tested .,conclusions,results,0.98236173
"Blood samples were taken at the beginning and end of the intervention , both fasting and @ h after a lunch , to measure biochemical parameters .",results,methods,0.98191476
"Prediction models for sICH or poor outcome ( Hemorrhage After Thrombolysis -LSB- HAT -RSB- ; Sugar , Early Infarct Signs , Dense Artery , Age , National Institutes of Health ( NIH ) Stroke Score ( SEDAN ) ; Glucose Race Age Sex Pressure Stroke Severity -LSB- GRASPS -RSB- ; Stroke Thrombolytic Predictive Instrument ; Dense Artery , Rankin Score , Age , Glucose , Onset to Treatment Time , NIHSS -LSB- DRAGON -RSB- ; Totaled Health Risks in Vascular Events -LSB- THRIVE -RSB- ; our new model ; and a model with National Institutes of Health Stroke Scale and age ) had similar area under receiver operator characteristic curves ( AUROCC ) to predict sICH ( P for difference > @ ) .",results,methods,0.9817696
"Outcome was assessed after @ months , and the primary endpoint was LVEF measured by cardiac magnetic resonance imaging ( MRI ) at rest .",results,methods,0.9816852
"Following a randomized , crossover design , @ male subjects ( BMI @ @ kg/m ( @ ) ) received either @ g glucose in @ mL water ( control treatment , CT ) or the same glucose solution supplemented with @ mg nonivamide ( nonivamide treatment , NT ) .",results,methods,0.9816207
"Patients who have a malignant condition may have a significantly higher risk of developing NLDVT , and patients with NLDVT , compared with those without , appeared to be at higher risk of PE but not higher risk of death .",methods,conclusions,0.9816071
"Psychosocial factors were measured from cohorts @ to @ years of age at the baseline of the study , and ideal cardiovascular health was examined @ years later in adulthood .",results,methods,0.9815925
We found that both the RW diameter and RW membrane width in CAA were smaller than those in the control group .,conclusions,results,0.9815087
"A total of @ patients achieved a CR , @ of whom were randomized .",methods,results,0.98149544
"Patients were followed up until transplant or @ months after randomization , whichever came first .",results,methods,0.981454
Ratings of hunger were assessed before and @ h after each intervention by means of visual analog scales .,results,methods,0.98131585
"Final analyses included @ , @ , @ , and @ patients in groups @ through @ , respectively .",methods,results,0.9812874
IncobotulinumtoxinA achieved a maximum responder rate of @ % and a long duration of treatment effect : @ % of subjects showed efficacy at @ days .,conclusions,results,0.9812056
"Of these subjects , @ % had a Kellgren/Lawrence grade @ in at least @ knee .",methods,results,0.98051775
"Sixty-eight patients with cardiac syndrome X were divided randomly into three groups : fluvastatin ( @ mg/day , n = @ ) , diltiazem ( @ mg/day , n = @ ) , and combination of fluvastatin ( @ mg/day ) and diltiazem ( @ mg/day , n = @ ) .",results,methods,0.9805132
Statistical analysis was performed to compare the AMP group ( Group A + Group B ) with the control group ( Group C ) .,results,methods,0.9802269
Fifty-four patients in the carnitine and @ patients in the placebo group completed the study .,methods,results,0.97998023
"Five hundred and seven patients were randomized ; @ and @ had paired IVUS and QCA measurements , respectively .",methods,results,0.9797284
These obseration indicators had no significant difference between two groups .,methods,results,0.9795538
The dermatitis score means and P values of each group were compared using a paired t test .,results,methods,0.9791597
This multicenter trial has enrolled @ patients at @ European centers with independent angiographic core lab adjudication of the primary efficacy endpoint of target lesion late luminal loss ( LLL ) and clinically driven target lesion revascularization ( TLR ) in major amputation-free surviving patients through @-months .,conclusions,methods,0.9789675
"After clinical and duplex ultrasound assessment , unselected patients with intermittent claudication requesting treatment for claudication were randomly assigned to invasive ( n = @ ) or noninvasive ( n = @ ) treatment groups .",results,methods,0.9789498
"The Ca pre-treatment significantly increased F level in overnight saliva following the @ ppm fluoride rinse by @ relative to the @ ppm F-rinse alone ; however , a significant effect was only observed with the highest ( @ mM ) Ca concentration as pre-rinse .",conclusions,results,0.9786829
"Enrolled women were @-@ y since last menstruation , not using hormones ( for > @ months ) , non-smoking , without diabetes , hypertension , heart disease or their medications .",results,methods,0.9786511
A comprehensive analysis of structure/function correlations using Food and Drug Administration - and European Medicines Agency-approved substances and fixed and flexible regimens was performed .,objective,methods,0.97862166
The primary efficacy endpoint ( stroke or non-central nervous system embolism ) was examined by quartiles of cTTR and by cTTR as a continuous function .,results,methods,0.97833556
"This prospective , observer-blinded , randomised , multicentre study aimed at determining the non-inferiority of @ mg of plain @ % @-chloroprocaine vs. @ mg of @ % plain bupivacaine in terms of sensory block onset time at T@ after spinal injection .",background,methods,0.9781859
Safety was a primary endpoint of studies @ and @ and a secondary endpoint of studies @ and @ .,results,methods,0.9781691
Many participants ( n = @ ) were censored prior to attaining a clear treatment strategy and were considered undeclared .,results,methods,0.97806346
Variables reaching the statistical threshold in univariate analysis were entered into a multivariable Cox proportional hazards model using time to symptomatic treatment as the dependent variable .,results,methods,0.9778952
"We randomly assigned @ adult-child ( carer-patient ) pairs into four groups : text message plus call ( n = @ ) , call ( n = @ ) , text message ( n = @ ) , and control ( n = @ ) .",results,methods,0.97784173
"@ patients were recruited , @ in the study group and @ in the control group .",methods,results,0.97780764
"The @ telephone-based interventions were nurse-administered health behavior promotion , provider-administered medication adjustments based on hypertension treatment guidelines , or a combination of both .",results,methods,0.977767
"@ nondiabetic patients with CKD with residual proteinuria ( median protein excretion , @ -LSB- IQR , @-@ @ -RSB- g/d ; mean age , @ -LSB- SD -RSB- years ; creatinine clearance , @ -LSB- IQR , @-@ -RSB- mL/min ) .",methods,results,0.977639
Study limitations included incorrect intervention allocation for a high proportion of participants and that the study was conducted in a single clinic .,results,methods,0.9775179
"At @months , rates of the composite outcome of death , end-stage renal disease and relapse did not differ between groups .",conclusions,results,0.9774914
A loading dose of study drug was administered on cardiopulmonary bypass followed by a continuous infusion for @ hours and @ days after cardiac intensive care unit admission .,results,methods,0.9774441
"In the RCT of ET versus PCS , @ and @ % , respectively , were in Child class C.",methods,results,0.9774
The data were then compared with psychopathological and physical alterations .,background,methods,0.9773325
"Two hundred participants reporting no strong nausea , no clear reduction in smoking enjoyment , and less than @ % reduction in their baseline smoking on day @ received additional tablets of varenicline or placebo .",methods,results,0.9770684
"Total training impulse ( exercise rehabilitation and other paramedical actions ) were evaluated and harmonized between AT and CT according to Foster et al. formula ( @ ) RESULTS : No significant difference were found in training impulse between AT and CT ( @ @ vs @ @ U , P = NS ) .",methods,results,0.9769593
"Following each diet period , we assessed BP , systemic hemodynamics , and heart rate variability at rest and during acute mental stress , and , in a subset of participants ( n = @ ) , @-hour ambulatory BP .",results,methods,0.9769071
All patients will be followed for @ years .,conclusions,methods,0.9768918
"Dexmedetomidine can prolong the duration of local anesthetics , but the effect of retrobulbar dexmedetomidine on the potency of ropivacaine for retrobulbar block has not been investigated .",objective,conclusions,0.97677034
"Secondary endpoints included time to first exacerbation , duration of exacerbations , antibiotic use for exacerbations and quality of life ( QOL ) ( St George 's Respiratory Questionnaire , SGRQ ) .",objective,methods,0.9764891
Ordinary least squares regression with covariate adjustment was used to estimate monthly dollar savings .,results,methods,0.97605896
"We randomized @,@ patients with type @ diabetes mellitus ( T@DM ) and stage @ chronic kidney disease ( CKD ) ( estimated glomerular filtration rate @ to < @ mL min ( -@ ) @ m ( -@ ) ) to once-daily bardoxolone methyl ( @ mg ) or placebo .",results,methods,0.9760296
Multicenter randomized crossover clinical trial including @ individuals with metabolic syndrome .,results,methods,0.9759765
Primary and secondary endpoints did not differ significantly between the two preparation techniques .,conclusions,results,0.975831
"Secondary outcomes were complete excision at ectocervical and stromal margins , time to complete the procedure , specimen fragmentation , blood loss and death after @ year .",results,methods,0.9758202
A combination of hip - and knee-strengthening exercise may be more beneficial than quadriceps strengthening alone to improve pain and function in individuals with patellofemoral pain .,background,conclusions,0.9755113
"Six hundred eighty-one patients were randomized to @ groups : @ hr of on-site SOPT , @ hr of on-site SOPT plus @ hr of boosters , @ hr of at-home SOPT , or @ hr of on-site attention-control ( crossword puzzles ) .",methods,results,0.97543824
Baseline and perioperative data were comparable for both approaches .,methods,results,0.97530645
"At one month , the pain level seemed lower in the all-inside group than in the classical group , at the limit of statistical significance because the study was underpowered .",conclusions,results,0.9751066
The ATRS and heel-rise work results did not differ significantly between the groups .,conclusions,results,0.9750416
"Various laboratory examinations , multi-detector computed tomography features and histopathology were evaluated to clarify the clinical and diagnostic features of adverse reactions of MSCs administration , prior to receiving MSCs ( pre procedure ) and on days @ , @ , and @ post transplantation .",background,methods,0.9750277
"Carotid T - or L-type occlusion ( terminal internal carotid artery -LSB- ICA -RSB- with M@ middle cerebral artery and/or A@ anterior cerebral artery involvement ) or tandem ( extracranial or intracranial ) ICA and M@ occlusion subgroup also showed a trend favoring endovascular treatment over IV tPA alone for primary outcome ( @ % -LSB- @ of @ -RSB- vs @ % -LSB- one of @ -RSB- , P = @ ) .",results,methods,0.974799
"The researchers studied a defined skin care protocol using a cleanser with aloe vera and a cleansing lotion , followed by application of either a moisture barrier with silicone or skin protectant with zinc oxide and menthol , undertaken at two different frequencies .",conclusions,methods,0.9742697
"A total of @,@ ecological momentary assessments ( @ % completion rate ) were collected at random times ( i.e. , up to @ assessments/day ) during the @ days prior to a scheduled quit attempt .",results,methods,0.9742632
"After a @-week run-in period , participants consumed a low-fat control diet ( @ % fat ) containing low-fat/high-carbohydrate snacks and a moderate-fat diet ( @ % fat ) containing pistachios ( @ % of total energy ) for @ weeks each , separated by a @-week washout .",results,methods,0.97411793
Eighty-four untrained volunteers were randomly assigned to a HI ( I ) T group ( n = @ ; @ years ) or an inactive control group ( n = @ ; @ years ) .,results,methods,0.97355294
There was no significant difference in proximal migration between the tantalum and titanium acetabular cups through the five-year follow-up ( p > @ ) .,conclusions,results,0.97322494
"Subjects eligible for this study were survivors of acute lung injury who had been previously enrolled in a @-month observational follow-up study evaluating their physical , cognitive and mental health outcomes , with their last study visit completed at a median of @ months previously .",background,methods,0.97310984
"A total of @ subjects were randomized in a @:@ ratio to ( @ ) MP@-@ , one spray per nostril twice daily ( total daily doses of azelastine hydrochloride and FP were @ mcg and @ mcg , respectively ) ; or ( @ ) FP , @ sprays per nostril once daily ( total daily dose @ mcg ) .",methods,results,0.97307795
"After a @-week run-in period , participants were randomly assigned to a @-week diet based on whole-grain products ( whole-grain group ) or refined cereal products ( control group ) .",results,methods,0.9729
There were higher objective response rates and a longer PFS in the @/@ treatment arm compared with the @/@ treatment arm .,conclusions,results,0.9728891
"In addition to intention-to-treat analysis , we will conduct subgroup analysis based on practitioners ' or patients ' guesses to discuss the efficacy and effectiveness of treatments with skin piercing and various placebo controls .",conclusions,methods,0.97279096
"Primary outcome was stool frequency and consistency , classified at different levels of diarrhoea severity .",results,methods,0.97275984
"We enrolled @ adults ( @ to @ years ) with type @ diabetes in a randomized , crossover , controlled feeding study .",results,methods,0.9727232
"Memory , psychomotor and executive functions were examined @ and @ min after consuming low GL , high GL and water breakfasts according to a randomised , crossover , counterbalanced design .",results,methods,0.9722368
"In the expanded RCT of TIPS versus EPCS , @ and @ % , respectively , were in Child class C. Permanent control of BGV was achieved in @-@ % of patients treated by emergency or elective PCS , compared with @-@ % by ET .",methods,results,0.97219807
( Trial registration at ClinicalTrials.gov : NCT@ . ),methods,conclusions,0.971837
"In a randomized cross-over trial , @ healthy young volunteers were administered a single dose of @ mg genistein provided as a genistein tablet , a genistein tablet in low fat milk , and soy milk containing genistein glycosides .",results,methods,0.97176
"Of the participants ( n = @ ) , @ intervention and @ control mothers ( @ % ) responded to the validated physical activity and food frequency questionnaire at baseline ( i.e. , before the first intervention session , or , for children in the control group , before they reached @months of age ) .",conclusions,methods,0.97171056
