ROCO_ID,PMC_ID,Keywords,Caption,keyword_label,matched_keywords,split,sample_id,caption,keywords,label,image_path,image_exists,caption_len,pair_id
ROCO_75652,PMC3284202_opth-6-225f5.jpg,"angiography,initial,fluorescein", Initial fluorescein angiography.,angiography,angiography,train,ROCO_75652,Initial fluorescein angiography.,"angiography,initial,fluorescein",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3284202_opth-6-225f5.jpg,True,32,train_035226
ROCO_26442,PMC3354463_JCDR-3-155-g008.jpg,"anterior,cardiofix,placement,shunt,evident,septal,oblique,defect,tiny,residual,ventricular,occluder,appropriate,view,angiogram,left", Appropriate placement of Cardio-Fix septal occluder across ventricular septal defect with tiny residual shunt is evident from left ventricular angiogram in left anterior oblique view,angiography,angiogram,train,ROCO_26442,Appropriate placement of Cardio-Fix septal occluder across ventricular septal defect with tiny residual shunt is evident from left ventricular angiogram in left anterior oblique view,"anterior,cardiofix,placement,shunt,evident,septal,oblique,defect,tiny,residual,ventricular,occluder,appropriate,view,angiogram,left",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3354463_JCDR-3-155-g008.jpg,True,182,train_012286
ROCO_75469,PMC3372811_kjim-27-232-g002.jpg,"right,infarct,stenosi,coronary,atherosclerosi,embolic,artery,angiogram,focal"," Coronary angiogram showed right coronary artery 50% focal stenosis, suggesting embolic infarct rather than atherosclerosis.",angiography,angiogram,train,ROCO_75469,"Coronary angiogram showed right coronary artery 50% focal stenosis, suggesting embolic infarct rather than atherosclerosis.","right,infarct,stenosi,coronary,atherosclerosi,embolic,artery,angiogram,focal",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3372811_kjim-27-232-g002.jpg,True,123,train_035138
ROCO_61316,PMC5569570_gr1.jpg,"deviation,tracheal,mas,kommerell,arrowhead,male,effect,right,aneurysm,cardiac,mediastinal,invasivecatheter,angiogram,widening", 78-year-old male with Kommerell aneurysm. Invasive catheter angiogram revealed mediastinal widening during cardiac catheterization. Note the tracheal deviation to the right (arrowheads) due to mass effect from the aneurysm.,angiography,angiogram,train,ROCO_61316,78-year-old male with Kommerell aneurysm. Invasive catheter angiogram revealed mediastinal widening during cardiac catheterization. Note the tracheal deviation to the right (arrowheads) due to mass effect from the aneurysm.,"deviation,tracheal,mas,kommerell,arrowhead,male,effect,right,aneurysm,cardiac,mediastinal,invasivecatheter,angiogram,widening",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5569570_gr1.jpg,True,223,train_028519
ROCO_50448,PMC3920372_gr2.jpg,"right,pleural,hemithorax,marked,thickening,chest,ct", CT chest showing marked pleural thickening of the right hemithorax.,ct,ct,train,ROCO_50448,CT chest showing marked pleural thickening of the right hemithorax.,"right,pleural,hemithorax,marked,thickening,chest,ct",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3920372_gr2.jpg,True,67,train_023490
ROCO_76377,PMC3665136_IJNM-27-107-g006.jpg,"thyroid,lower,doppler,lesion,neck,power,level,lateral,show,pole,transverse,ultrasound,hypo,showing,image,carotid,vascularity,echoic"," Transverse ultrasound Doppler image of the neck at the level of lower pole of thyroid, showing a well-defined hypo echoic lesion posterior lateral to the carotid artery (relationships as shown). Power Doppler shows marked vascularity within the lesion",ultrasound,ultrasound,train,ROCO_76377,"Transverse ultrasound Doppler image of the neck at the level of lower pole of thyroid, showing a well-defined hypo echoic lesion posterior lateral to the carotid artery (relationships as shown). Power Doppler shows marked vascularity within the lesion","thyroid,lower,doppler,lesion,neck,power,level,lateral,show,pole,transverse,ultrasound,hypo,showing,image,carotid,vascularity,echoic",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3665136_IJNM-27-107-g006.jpg,True,251,train_035568
ROCO_06623,PMC5397596_gr1.jpg,"scrotum,space,echotexture,heterogeneou,ultrasound,cystic,testicle,left", Ultrasound of the scrotum showing enlarging and heterogeneous echotexture and cystic spaces within the left testicle.,ultrasound,ultrasound,train,ROCO_06623,Ultrasound of the scrotum showing enlarging and heterogeneous echotexture and cystic spaces within the left testicle.,"scrotum,space,echotexture,heterogeneou,ultrasound,cystic,testicle,left",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5397596_gr1.jpg,True,117,train_003068
ROCO_60990,PMC5495502_10.1177_2325967117711890-fig12.jpg,"hip,right,lesion,cam,image,arrow,female,resonance,skier,magnetic,alpine", Magnetic resonance image of the right hip of a 20-year-old female alpine skier with a cam lesion (arrow).,mri,"magnetic,resonance,magnetic resonance",train,ROCO_60990,Magnetic resonance image of the right hip of a 20-year-old female alpine skier with a cam lesion (arrow).,"hip,right,lesion,cam,image,arrow,female,resonance,skier,magnetic,alpine",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5495502_10.1177_2325967117711890-fig12.jpg,True,105,train_028373
ROCO_44609,PMC5424401_40738_2015_8_Fig3_HTML.jpg,"myometrium,combination,interstitial,ultrasound,transvaginal,lateral,gestation,ectopic,pregnancy,location,arrow,specificity,finding,sensitivity,thin"," Interstitial ectopic pregnancy by transvaginal ultrasound. The arrow indicates thin (<5 mm) myometrium overlying the ectopic pregnancy. This finding by ultrasound, in combination with the lateral location of the gestation, has a reported specificity of 88-93 % but a sensitivity of just 40 % [101].",ultrasound,ultrasound,train,ROCO_44609,"Interstitial ectopic pregnancy by transvaginal ultrasound. The arrow indicates thin (<5 mm) myometrium overlying the ectopic pregnancy. This finding by ultrasound, in combination with the lateral location of the gestation, has a reported specificity of 88-93 % but a sensitivity of just 40 % [101].","myometrium,combination,interstitial,ultrasound,transvaginal,lateral,gestation,ectopic,pregnancy,location,arrow,specificity,finding,sensitivity,thin",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5424401_40738_2015_8_Fig3_HTML.jpg,True,298,train_020773
ROCO_57144,PMC5298531_10.1177_2324709616684629-fig3.jpg,"collateral,fashion,lc,aorta,tortuou,lad,relative,rc,ao,coronary,large,filling,pa,right,position,artery,pulmonary,angiogram,retrograde", Coronary angiogram demonstrating large tortuous right coronary artery (RC) with collaterals to distal LAD (LC) and filling of LAD in a retrograde fashion. The relative positions of the aorta (Ao) and the pulmonary artery (PA) are also seen.,angiography,angiogram,train,ROCO_57144,Coronary angiogram demonstrating large tortuous right coronary artery (RC) with collaterals to distal LAD (LC) and filling of LAD in a retrograde fashion. The relative positions of the aorta (Ao) and the pulmonary artery (PA) are also seen.,"collateral,fashion,lc,aorta,tortuou,lad,relative,rc,ao,coronary,large,filling,pa,right,position,artery,pulmonary,angiogram,retrograde",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5298531_10.1177_2324709616684629-fig3.jpg,True,240,train_026620
ROCO_78043,PMC3991055_qmj-2013-042-g002.jpg,"tracheal,boy,old,intrathoracic,scan,postintubational,stenosi,year,ct", C-T scan shows post-intubational intrathoracic tracheal stenosis in 11 years old boy.,ct,ct,train,ROCO_78043,C-T scan shows post-intubational intrathoracic tracheal stenosis in 11 years old boy.,"tracheal,boy,old,intrathoracic,scan,postintubational,stenosi,year,ct",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3991055_qmj-2013-042-g002.jpg,True,85,train_036321
ROCO_25436,PMC5558064_JTHC-12-99-g001.jpg,"anterior,angiography,right,lad,oblique,mid,coronary,part,artery,anomalou,left"," Right anterior oblique coronary angiography shows an anomalous right coronary artery (RCA), having originated from the mid part of the left anterior descending coronary artery (LAD).",angiography,angiography,train,ROCO_25436,"Right anterior oblique coronary angiography shows an anomalous right coronary artery (RCA), having originated from the mid part of the left anterior descending coronary artery (LAD).","anterior,angiography,right,lad,oblique,mid,coronary,part,artery,anomalou,left",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5558064_JTHC-12-99-g001.jpg,True,182,train_011815
ROCO_44096,PMC2803967_1757-1626-2-9303-4.jpg,"anterior,lesion,mid,standard,pci,artery,angiogram", Angiogram of mid Left Anterior Descending Artery lesion after Standard PCI.,angiography,angiogram,train,ROCO_44096,Angiogram of mid Left Anterior Descending Artery lesion after Standard PCI.,"anterior,lesion,mid,standard,pci,artery,angiogram",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC2803967_1757-1626-2-9303-4.jpg,True,75,train_020526
ROCO_16772,PMC3855273_rjs00401.jpg,"pancreatic,lesion,tumour,cm,solid,venou,differential,primary,round,cell,small,tail,mucinou,portal,phase,neoplastic,islet,postcontrast,cystic"," MRI: small round lesion in the pancreatic tail measuring 1×1 cm, enhancing homogenously in the portal venous post-contrast phase suggesting a solid neoplastic lesion. The differential includes primary pancreatic lesion such as a small mucinous cystic pancreatic tumour or an islet cell tumour",mri,mri,train,ROCO_16772,"MRI: small round lesion in the pancreatic tail measuring 1×1 cm, enhancing homogenously in the portal venous post-contrast phase suggesting a solid neoplastic lesion. The differential includes primary pancreatic lesion such as a small mucinous cystic pancreatic tumour or an islet cell tumour","pancreatic,lesion,tumour,cm,solid,venou,differential,primary,round,cell,small,tail,mucinou,portal,phase,neoplastic,islet,postcontrast,cystic",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3855273_rjs00401.jpg,True,292,train_007743
ROCO_77981,PMC4579742_JoU-2012-0009-g003.jpg,"effusion,option,scan,vascularity,synovial,pd,ultrasound,reveal", Ultrasound scan reveals effusion and moderately increased synovial vascularity in PD option,ultrasound,ultrasound,train,ROCO_77981,Ultrasound scan reveals effusion and moderately increased synovial vascularity in PD option,"effusion,option,scan,vascularity,synovial,pd,ultrasound,reveal",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4579742_JoU-2012-0009-g003.jpg,True,91,train_036288
ROCO_75479,PMC3439790_IJMPO-33-126-g006.jpg,"superior,magnatic,sinu,venogram,tumor,resonance,sagittal", Magnatic resonance Venogram showing tumor invading the superior sagittal sinus,mri,resonance,train,ROCO_75479,Magnatic resonance Venogram showing tumor invading the superior sagittal sinus,"superior,magnatic,sinu,venogram,tumor,resonance,sagittal",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3439790_IJMPO-33-126-g006.jpg,True,78,train_035146
ROCO_25547,PMC4899809_gr5.jpg,"mas,lesion,renal,ultrasound,echogenic,mri,arrow,sarcoidosi,male,ct", 61-year-old male with sarcoidosis. Left renal ultrasound demonstrated an echogenic mass corresponding to the lesion seen on CT and MRI (arrow).,ct,ct,train,ROCO_25547,61-year-old male with sarcoidosis. Left renal ultrasound demonstrated an echogenic mass corresponding to the lesion seen on CT and MRI (arrow).,"mas,lesion,renal,ultrasound,echogenic,mri,arrow,sarcoidosi,male,ct",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4899809_gr5.jpg,True,143,train_011874
ROCO_11772,PMC2775194_GMS-07-28-g-002.jpg,"tumor,abdoman,left,kidney,ct", CT abdomen showing a tumor in the left kidney,ct,ct,train,ROCO_11772,CT abdomen showing a tumor in the left kidney,"tumor,abdoman,left,kidney,ct",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC2775194_GMS-07-28-g-002.jpg,True,45,train_005452
ROCO_21874,PMC3512258_CRIM.ENDOCRINOLOGY2012-931371.002.jpg,"ventricular,head,arachnoid,system,presence,shift,hydrocephalu,posterior,distortion,large,mild,mri,fossa,cyst,sagittal,midline"," Sagittal MRI Head scans showing the presence of a large posterior fossa arachnoid cyst, this is predominantly left sided, causing mild midline shift and some distortion of the ventricular system. There is no hydrocephalus.",mri,mri,train,ROCO_21874,"Sagittal MRI Head scans showing the presence of a large posterior fossa arachnoid cyst, this is predominantly left sided, causing mild midline shift and some distortion of the ventricular system. There is no hydrocephalus.","ventricular,head,arachnoid,system,presence,shift,hydrocephalu,posterior,distortion,large,mild,mri,fossa,cyst,sagittal,midline",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3512258_CRIM.ENDOCRINOLOGY2012-931371.002.jpg,True,222,train_010167
ROCO_00677,PMC5592767_LI-34-481-g001.jpg,"radiograph,admission,chest", Chest radiograph at admission,xray_radiograph,radiograph,train,ROCO_00677,Chest radiograph at admission,"radiograph,admission,chest",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5592767_LI-34-481-g001.jpg,True,29,train_000326
ROCO_52774,PMC4362838_13256_2015_530_Fig1_HTML.jpg,"irregular,ultrasound,wall,bladder,thickening,foci,echogenic,intramural,extensive",  Ultrasound of the bladder demonstrating irregular thickening of the bladder wall with extensive intramural echogenic foci.,ultrasound,ultrasound,train,ROCO_52774,Ultrasound of the bladder demonstrating irregular thickening of the bladder wall with extensive intramural echogenic foci.,"irregular,ultrasound,wall,bladder,thickening,foci,echogenic,intramural,extensive",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4362838_13256_2015_530_Fig1_HTML.jpg,True,122,train_024579
ROCO_69254,PMC4294539_IJCP-05-164f3.jpg,"mas,right,neck,axilla,hypervascular,ctangiography,wall,chest,tissue,soft"," CT-angiography that showed hyper-vascular soft tissue mass of right neck, axilla and chest wall",ct,ct,train,ROCO_69254,"CT-angiography that showed hyper-vascular soft tissue mass of right neck, axilla and chest wall","mas,right,neck,axilla,hypervascular,ctangiography,wall,chest,tissue,soft",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4294539_IJCP-05-164f3.jpg,True,95,train_032253
ROCO_31354,PMC4381854_poljradiol-80-164-g001.jpg,"muscle,mediastinal,pleomorphic,window,thickening,axial,plane,right,infiltration,small,hypodense,ct,calcification,thorax,dorsal"," Thorax CT, mediastinal window, axial plane. Thickening and hypodense infiltration of right dorsal muscles. Notice small pleomorphic calcification.",ct,ct,train,ROCO_31354,"Thorax CT, mediastinal window, axial plane. Thickening and hypodense infiltration of right dorsal muscles. Notice small pleomorphic calcification.","muscle,mediastinal,pleomorphic,window,thickening,axial,plane,right,infiltration,small,hypodense,ct,calcification,thorax,dorsal",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4381854_poljradiol-80-164-g001.jpg,True,146,train_014532
ROCO_20343,PMC3913154_IJHOSCR-8-041-g002.jpg,"effusion,right,pleural,chest,tomography,side", Chest computed tomography showed right side pleural effusion,ct,"tomography,computed tomography",train,ROCO_20343,Chest computed tomography showed right side pleural effusion,"effusion,right,pleural,chest,tomography,side",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3913154_IJHOSCR-8-041-g002.jpg,True,60,train_009449
ROCO_43115,PMC2714572_ATM-04-149-g004.jpg,"effusion,right,associated,portable,edema,radiograph,lung,pulmonary,zone,space,pleural,due,chest,congestive,extensive,alveolar,failure,base,upper,air,supine,bronchogram,heart,whole,left"," Supine portable chest radiograph showing extensive air space shadowing throughout the whole of the right lung and the left lung base due to alveolar pulmonary edema with associated pleural effusions secondary to heart failure. Note the air bronchograms in the right upper zone, sometimes seen with congestive heart failure",xray_radiograph,radiograph,train,ROCO_43115,"Supine portable chest radiograph showing extensive air space shadowing throughout the whole of the right lung and the left lung base due to alveolar pulmonary edema with associated pleural effusions secondary to heart failure. Note the air bronchograms in the right upper zone, sometimes seen with congestive heart failure","effusion,right,associated,portable,edema,radiograph,lung,pulmonary,zone,space,pleural,due,chest,congestive,extensive,alveolar,failure,base,upper,air,supine,bronchogram,heart,whole,left",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC2714572_ATM-04-149-g004.jpg,True,322,train_020069
ROCO_61051,PMC4710695_JoU-2015-0041-g001.jpg,"right,lesion,ultrasound,image,gland,adrenal", Ultrasound image of the right adrenal gland lesion,ultrasound,ultrasound,train,ROCO_61051,Ultrasound image of the right adrenal gland lesion,"right,lesion,ultrasound,image,gland,adrenal",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4710695_JoU-2015-0041-g001.jpg,True,50,train_028399
ROCO_48962,PMC5443959_gr1.jpg,"mas,right,level,t1,haemorrhage,axial,internal,mri,hepatic,vein", T1 weighted axial MRI at the level of right hepatic vein demonstrating mass with internal haemorrhage.,mri,mri,train,ROCO_48962,T1 weighted axial MRI at the level of right hepatic vein demonstrating mass with internal haemorrhage.,"mas,right,level,t1,haemorrhage,axial,internal,mri,hepatic,vein",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5443959_gr1.jpg,True,102,train_022788
ROCO_66618,PMC4882389_PWKI-12-27396-g001.jpg,"subclavian,diameter,angiography,right,projection,occluder,duct,tube,visible,large,amplatzer,connection,pa,arrow,position,atrium,artery,pulmonary,shunt,mm,left", Angiography in PA projection – visible large (8 mm in diameter) shunt (Gore-tex tube) between left subclavian artery and left pulmonary artery. Arrow indicates the position of Amplatzer Duct Occluder (ADO) closing connection between right pulmonary artery and right atrium,angiography,angiography,train,ROCO_66618,Angiography in PA projection – visible large (8 mm in diameter) shunt (Gore-tex tube) between left subclavian artery and left pulmonary artery. Arrow indicates the position of Amplatzer Duct Occluder (ADO) closing connection between right pulmonary artery and right atrium,"subclavian,diameter,angiography,right,projection,occluder,duct,tube,visible,large,amplatzer,connection,pa,arrow,position,atrium,artery,pulmonary,shunt,mm,left",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4882389_PWKI-12-27396-g001.jpg,True,272,train_031027
ROCO_56277,PMC4921173_gr1b.jpg,"anterior,opacity,show,soft,lateral,radiograph,chest,tissue,implanted,cardioverterdefibrillator", The lateral chest radiograph shows wedge-shaped opacity corresponding to lingular pneumonia. The implanted cardioverter-defibrillator is in the anterior soft tissues.,xray_radiograph,radiograph,train,ROCO_56277,The lateral chest radiograph shows wedge-shaped opacity corresponding to lingular pneumonia. The implanted cardioverter-defibrillator is in the anterior soft tissues.,"anterior,opacity,show,soft,lateral,radiograph,chest,tissue,implanted,cardioverterdefibrillator",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4921173_gr1b.jpg,True,166,train_026213
ROCO_16610,PMC4901169_gr1.jpg,"xray,admission,patient,chest", Patient Chest X-Ray on admission.,xray_radiograph,"xray,x ray",train,ROCO_16610,Patient Chest X-Ray on admission.,"xray,admission,patient,chest",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4901169_gr1.jpg,True,33,train_007662
ROCO_68491,PMC3921704_CEJU-64-00057-g001.jpg,"ultrasound,testicular", Testicular Ultrasound.,ultrasound,ultrasound,train,ROCO_68491,Testicular Ultrasound.,"ultrasound,testicular",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3921704_CEJU-64-00057-g001.jpg,True,22,train_031878
ROCO_11584,PMC4033522_BMRI2014-247602.005.jpg,"ligation,exfoliation,emergent,band,site,small,perforation,ct", Emergent CT scanning showed a small perforation of the ligation site after the band exfoliation.,ct,ct,train,ROCO_11584,Emergent CT scanning showed a small perforation of the ligation site after the band exfoliation.,"ligation,exfoliation,emergent,band,site,small,perforation,ct",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4033522_BMRI2014-247602.005.jpg,True,96,train_005375
ROCO_61304,PMC5414848_eor-1-332-g004.jpg,"sagittal,scan,posterior,complex,mri,ligamentou,intact,view", MRI scan sagittal view with intact posterior ligamentous complex.,mri,mri,train,ROCO_61304,MRI scan sagittal view with intact posterior ligamentous complex.,"sagittal,scan,posterior,complex,mri,ligamentou,intact,view",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5414848_eor-1-332-g004.jpg,True,65,train_028513
ROCO_42648,PMC5471758_crg-0011-0284-g03.jpg,"right,abdominal,level,hemidiaphragm,bowel,xray,airfluid,stomach,line,loop"," Abdominal X-ray showing air/fluid level, dilated stomach, and gas-filled bowel loop, above the line of the right hemidiaphragm.",xray_radiograph,"xray,x ray",train,ROCO_42648,"Abdominal X-ray showing air/fluid level, dilated stomach, and gas-filled bowel loop, above the line of the right hemidiaphragm.","right,abdominal,level,hemidiaphragm,bowel,xray,airfluid,stomach,line,loop",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5471758_crg-0011-0284-g03.jpg,True,127,train_019851
